CustID,AccountID,Balance,Interest,Type
1036070,14136,792.14,4,Funds
1036073,5628,3625.43,2,Funds
1036077,19912,1837.7,7,Funds
1036080,19793,1150.74,7,Funds
1036084,13179,3050.89,2,Funds
1036085,13933,3575.47,3,Funds
1036086,4670,1141.86,2,Funds
1036087,9595,3250.73,5,Funds
1036088,22211,912.6,5,Funds
1036090,6085,2401.41,6,Funds
1036092,7490,942.02,4,Funds
1036104,20594,2876.03,6,Funds
1036107,3172,3325.67,7,Funds
1036108,20551,1675.32,5,Funds
1036109,8690,3175.79,5,Funds
1036112,8183,1350.58,2,Funds
1036113,16784,3450.57,5,Funds
1036114,3211,1712.8,7,Funds
1036114,14290,1712.8,7,Funds
1036115,9484,1775.25,1,Funds
1036121,16399,1350.58,2,Funds
1036130,7868,3350.65,6,Funds
1036132,10781,3250.73,7,Funds
1036137,10440,1750.27,7,Funds
1036137,19606,1750.27,3,Funds
1036138,11277,3375.63,5,Funds
1036139,4225,0,3,Funds
1036146,24229,1625.36,5,Funds
1036148,10347,1450.5,1,Funds
1036149,23800,1325.6,1,Funds
1036163,15872,2801.09,5,Funds
1036168,14232,1625.36,7,Funds
1036177,10812,1625.36,4,Funds
1036181,300,1537.93,6,Funds
1036181,15753,1537.93,3,Funds
1036183,10475,3175.79,6,Funds
1036185,19382,1625.36,3,Funds
1036193,12325,3575.47,2,Funds
1036199,17561,1637.85,7,Funds
1036205,14896,1587.89,3,Funds
1036209,3107,2526.31,1,Funds
1036211,9976,3250.73,5,Funds
1036217,18298,1825.21,4,Funds
1036218,8920,2401.41,4,Funds
1036220,20330,742.18,1,Funds
1036221,17760,1525.44,4,Funds
1036221,21724,1525.44,5,Funds
1036222,20082,900.39,7,Funds
1036225,19110,706.52,5,Funds
1036230,9439,3050.89,7,Funds
1036234,14186,1125.21,1,Funds
1036237,5665,1413.03,6,Funds
1036240,6950,1025.29,1,Funds
1036242,22227,1600.38,7,Funds
1036246,15670,1083.58,4,Funds
1036246,24165,1083.58,4,Funds
1036254,20828,917.04,7,Funds
1036255,11405,2876.03,6,Funds
1036260,11076,1100.23,1,Funds
1036260,11999,1100.23,4,Funds
1036260,24348,1100.23,2,Funds
1036264,16319,3150.81,7,Funds
1036270,23700,958.68,5,Funds
1036273,9988,1725.29,7,Funds
1036276,23963,2876.03,4,Funds
1036277,12879,1125.76,5,Funds
1036281,12991,1313.11,4,Funds
1036283,12340,3050.89,6,Funds
1036284,19981,1800.23,2,Funds
1036287,7865,3525.51,1,Funds
1036288,7245,1200.7,7,Funds
1036294,3963,1413.03,6,Funds
1036306,8425,856.4,2,Funds
1036306,20102,856.4,4,Funds
1036306,23389,856.4,4,Funds
1036308,20115,1562.91,4,Funds
1036309,16619,3225.75,2,Funds
1036311,15593,1188.21,2,Funds
1036312,15648,1066.92,5,Funds
1036328,4390,2751.13,3,Funds
1036330,15404,2301.48,2,Funds
1036335,23517,1512.95,1,Funds
1036336,20753,3250.73,1,Funds
1036339,17601,1737.78,3,Funds
1036340,22720,2601.25,7,Funds
1036343,4233,900.39,4,Funds
1036344,3385,3275.71,4,Funds
1036347,14747,2401.41,7,Funds
1036348,15868,3250.73,3,Funds
1036353,641,3375.63,4,Funds
1036354,4266,1200.15,6,Funds
1036355,719,3625.43,1,Funds
1036356,11066,3475.55,3,Funds
1036361,22930,3375.63,5,Funds
1036365,20701,2426.39,4,Funds
1036370,23402,2251.52,4,Funds
1036373,5892,975.33,5,Funds
1036373,23757,975.33,6,Funds
1036379,3975,1288.13,5,Funds
1036388,21763,1625.36,3,Funds
1036390,12700,1625.36,7,Funds
1036391,8008,1288.13,3,Funds
1036396,16506,2576.27,6,Funds
1036402,24236,1438.01,5,Funds
1036410,2701,2676.19,6,Funds
1036411,14353,812.68,5,Funds
1036413,10964,3000.93,5,Funds
1036415,14357,1737.78,5,Funds
1036416,17573,1075.25,7,Funds
1036418,1428,3500.53,5,Funds
1036426,23047,2551.29,7,Funds
1036429,5695,958.68,2,Funds
1036430,4566,2826.07,4,Funds
1036436,22645,1075.25,2,Funds
1036440,23322,3725.35,3,Funds
1036446,4760,1600.38,6,Funds
1036446,20009,1600.38,1,Funds
1036447,9867,3375.63,6,Funds
1036452,15855,750.51,6,Funds
1036462,17899,2251.52,3,Funds
1036463,422,1587.89,5,Funds
1036467,22294,2501.33,2,Funds
1036471,13559,1637.85,5,Funds
1036480,3501,1562.91,4,Funds
1036480,11615,1562.91,5,Funds
1036481,12291,1375.56,5,Funds
1036482,15389,2876.03,2,Funds
1036483,15155,1587.89,7,Funds
1036486,15391,3300.69,1,Funds
1036496,6822,2601.25,6,Funds
1036497,19985,3075.87,2,Funds
1036500,14521,2426.39,7,Funds
1036502,5129,2826.07,6,Funds
1036510,8330,1587.89,5,Funds
1036513,7313,1413.03,1,Funds
1036513,7757,1413.03,4,Funds
1036521,3513,2751.13,4,Funds
1036524,5685,0,7,Funds
1036525,4079,908.72,3,Funds
1036528,8893,2401.41,2,Funds
1036530,23885,1375.56,6,Funds
1036531,12963,2526.31,5,Funds
1036533,23148,1213.19,7,Funds
1036535,22056,3400.61,6,Funds
1036537,21749,2651.21,6,Funds
1036538,6022,883.74,7,Funds
1036538,14477,883.74,2,Funds
1036538,18675,883.74,2,Funds
1036539,23519,3400.61,3,Funds
1036544,18385,817.12,4,Funds
1036550,11681,3275.71,6,Funds
1036555,20070,917.04,4,Funds
1036556,5588,3500.53,5,Funds
1036563,14710,2576.27,6,Funds
1036564,23032,1188.21,5,Funds
1036566,22283,1650.34,5,Funds
1036567,21222,1208.48,5,Funds
1036569,7517,3100.85,7,Funds
1036570,4793,2726.15,6,Funds
1036571,19328,1500.46,6,Funds
1036572,12731,1625.36,4,Funds
1036574,20781,1550.42,1,Funds
1036576,21984,1650.34,4,Funds
1036580,2827,1091.9,1,Funds
1036581,11983,2726.15,5,Funds
1036586,6483,1637.85,1,Funds
1036589,16282,1587.89,4,Funds
1036590,9631,1650.34,3,Funds
1036592,20699,1550.42,6,Funds
1036597,4789,3375.63,4,Funds
1036599,6549,1787.74,1,Funds
1036599,13464,1787.74,5,Funds
1036603,16126,1525.44,2,Funds
1036605,7668,958.68,7,Funds
1036608,12094,1100.23,4,Funds
1036610,22937,2676.19,3,Funds
1036617,5407,1200.7,2,Funds
1036620,4807,800.19,4,Funds
1036621,627,3125.83,4,Funds
1036625,10364,2326.46,3,Funds
1036626,12646,1637.85,4,Funds
1036627,16306,3425.59,5,Funds
1036635,14294,3050.89,3,Funds
1036639,14518,2826.07,4,Funds
1036640,7845,858.76,5,Funds
1036641,5484,1313.11,6,Funds
1036641,12927,1313.11,2,Funds
1036645,7433,3000.93,7,Funds
1036652,4365,3325.67,3,Funds
1036659,16023,2501.33,6,Funds
1036661,7084,3425.59,6,Funds
1036662,18611,2726.15,1,Funds
1036663,22989,1183.5,5,Funds
1036666,20915,1191.82,7,Funds
1036666,24315,1191.82,3,Funds
1036667,23013,3425.59,3,Funds
1036671,19923,1462.99,5,Funds
1036678,19752,2701.17,2,Funds
1036679,10327,3300.69,7,Funds
1036680,6621,2601.25,4,Funds
1036682,17617,1083.58,5,Funds
1036683,9472,1512.95,4,Funds
1036685,12724,2451.37,7,Funds
1036692,7650,587.86,2,Funds
1036704,4235,1587.89,4,Funds
1036705,19342,1133.54,6,Funds
1036707,8293,2401.41,2,Funds
1036710,8874,2876.03,7,Funds
1036713,6740,3375.63,7,Funds
1036714,9108,1550.42,3,Funds
1036722,6761,3475.55,2,Funds
1036724,16860,1875.17,7,Funds
1036725,14751,1700.31,3,Funds
1036726,19182,1066.92,3,Funds
1036728,8990,3300.69,1,Funds
1036731,2756,1537.93,3,Funds
1036732,17885,1175.17,3,Funds
1036733,22364,1313.11,3,Funds
1036734,11255,2376.43,7,Funds
1036735,6253,1363.07,5,Funds
1036737,16513,731.5,7,Funds
1036739,23460,631.58,2,Funds
1036741,3888,2751.13,2,Funds
1036744,19960,1537.93,1,Funds
1036752,15364,556.64,5,Funds
1036754,3184,1650.34,3,Funds
1036755,9813,800.19,5,Funds
1036765,19611,0,7,Funds
1036767,24027,817.12,2,Funds
1036780,7079,958.68,5,Funds
1036781,9686,1238.17,4,Funds
1036782,8671,0,1,Funds
1036783,4894,1662.83,6,Funds
1036788,9049,1512.95,4,Funds
1036789,4163,3025.91,1,Funds
1036790,9056,3400.61,6,Funds
1036791,7626,831.42,4,Funds
1036792,17886,1650.34,3,Funds
1036796,19294,2751.13,1,Funds
1036803,19768,831.42,4,Funds
1036808,22622,1825.21,4,Funds
1036812,2737,1113.27,2,Funds
1036812,4180,1113.27,3,Funds
1036814,2056,2975.95,1,Funds
1036820,24064,1737.78,1,Funds
1036821,9853,2226.54,7,Funds
1036825,19712,3200.77,4,Funds
1036826,10281,1141.86,6,Funds
1036826,21120,1141.86,6,Funds
1036830,9533,1712.8,1,Funds
1036834,6396,1388.05,7,Funds
1036834,19675,1388.05,2,Funds
1036836,4334,1687.81,3,Funds
1036837,16627,3175.79,5,Funds
1036840,18302,1500.46,2,Funds
1036844,5310,2501.33,6,Funds
1036853,19905,1175.17,7,Funds
1036853,21665,1175.17,1,Funds
1036853,23989,1175.17,3,Funds
1036854,18331,1775.25,1,Funds
1036861,2833,1100.23,3,Funds
1036861,13598,1100.23,4,Funds
1036867,19018,3400.61,2,Funds
1036880,5408,1075.25,5,Funds
1036880,7942,1075.25,7,Funds
1036888,16549,2751.13,2,Funds
1036892,6872,2751.13,5,Funds
1036893,11157,1413.03,4,Funds
1036894,18765,875.13,6,Funds
1036895,24339,600.35,7,Funds
1036896,13188,3025.91,5,Funds
1036897,5063,1200.7,3,Funds
1036899,15374,1066.92,6,Funds
1036906,9173,775.49,2,Funds
1036907,21204,1100.23,6,Funds
1036914,3917,681.54,5,Funds
1036915,20094,1637.85,3,Funds
1036916,19095,1450.5,2,Funds
1036917,9245,850.15,4,Funds
1036921,2050,3550.49,3,Funds
1036922,24000,2851.05,7,Funds
1036925,5328,2801.09,3,Funds
1036927,24353,731.5,4,Funds
1036928,18147,3275.71,3,Funds
1036929,8979,2751.13,4,Funds
1036940,12272,0,4,Funds
1036944,1556,3475.55,6,Funds
1036949,17640,1250.66,4,Funds
1036952,2432,700.27,4,Funds
1036962,10290,3050.89,4,Funds
1036966,23034,3350.65,1,Funds
1036967,5919,1550.42,3,Funds
1036970,7481,1662.83,6,Funds
1036970,11294,1662.83,4,Funds
1036983,7527,1787.74,7,Funds
1036989,9598,967,2,Funds
1036990,12413,1238.17,6,Funds
1036991,19079,3700.37,3,Funds
1036994,6005,1313.11,2,Funds
1037003,11712,1700.31,6,Funds
1037006,724,1650.34,6,Funds
1037008,8912,0,6,Funds
1037009,11221,1675.32,1,Funds
1037012,7663,1612.87,1,Funds
1037012,10425,1612.87,5,Funds
1037015,13211,3525.51,3,Funds
1037020,14171,3375.63,6,Funds
1037025,12706,1625.36,1,Funds
1037025,13819,1625.36,4,Funds
1037027,364,3050.89,6,Funds
1037034,15530,2701.17,1,Funds
1037036,22113,1363.07,7,Funds
1037037,15459,1100.23,7,Funds
1037046,8922,1737.78,3,Funds
1037047,13093,1587.89,3,Funds
1037049,3467,3500.53,3,Funds
1037054,8442,2401.41,2,Funds
1037056,19659,644.07,5,Funds
1037068,23648,1637.85,5,Funds
1037070,20234,1800.23,5,Funds
1037072,22273,3300.69,2,Funds
1037081,7988,1750.27,7,Funds
1037082,9638,3025.91,2,Funds
1037086,584,1500.46,1,Funds
1037086,21373,1500.46,3,Funds
1037087,13132,2975.95,2,Funds
1037089,14821,0,5,Funds
1037090,19080,1100.23,3,Funds
1037093,21963,3225.75,2,Funds
1037094,23642,3450.57,5,Funds
1037096,7917,3325.67,6,Funds
1037099,522,1737.78,5,Funds
1037102,15090,1700.31,3,Funds
1037102,24244,1700.31,3,Funds
1037105,20673,3425.59,2,Funds
1037108,7382,950.07,4,Funds
1037108,14036,950.07,2,Funds
1037108,19578,950.07,4,Funds
1037108,21443,950.07,6,Funds
1037112,10402,2975.95,6,Funds
1037113,7905,1108.56,1,Funds
1037117,2559,1687.81,5,Funds
1037120,10642,562.88,5,Funds
1037128,11399,1687.81,6,Funds
1037128,18967,1687.81,1,Funds
1037134,18434,3600.45,5,Funds
1037137,12999,3375.63,1,Funds
1037138,2589,3850.25,4,Funds
1037143,9999,1662.83,5,Funds
1037147,21224,1313.11,4,Funds
1037152,11085,1183.5,3,Funds
1037155,21111,3375.63,7,Funds
1037158,12286,1662.83,2,Funds
1037160,9,681.54,5,Funds
1037161,1239,3425.59,6,Funds
1037163,17113,3375.63,7,Funds
1037164,23905,892.06,4,Funds
1037165,13587,1091.9,1,Funds
1037166,12760,2826.07,1,Funds
1037168,7561,3300.69,7,Funds
1037169,16153,2776.11,4,Funds
1037170,22724,2401.41,7,Funds
1037177,4269,812.68,6,Funds
1037177,6670,812.68,4,Funds
1037177,9219,812.68,7,Funds
1037177,21728,812.68,6,Funds
1037178,4240,1475.48,6,Funds
1037178,12206,1475.48,5,Funds
1037181,23458,3225.75,4,Funds
1037188,3764,2576.27,4,Funds
1037189,6683,2676.19,4,Funds
1037193,11038,1041.94,6,Funds
1037194,14479,1662.83,2,Funds
1037197,8499,3575.47,1,Funds
1037198,13600,3775.31,4,Funds
1037208,15862,1413.03,5,Funds
1037211,7783,2626.23,4,Funds
1037217,10093,2626.23,5,Funds
1037219,22683,3300.69,3,Funds
1037222,9881,1375.56,4,Funds
1037226,4326,3025.91,4,Funds
1037229,6072,2726.15,6,Funds
1037230,6352,1350.58,6,Funds
1037233,14666,1338.09,6,Funds
1037235,12032,1188.21,2,Funds
1037236,12625,1400.54,6,Funds
1037236,17624,1400.54,6,Funds
1037240,4827,2226.54,4,Funds
1037245,21409,3600.45,7,Funds
1037253,4534,2851.05,2,Funds
1037255,17220,2901.01,3,Funds
1037257,14510,2776.11,2,Funds
1037262,5598,917.04,7,Funds
1037264,19669,2751.13,7,Funds
1037267,16900,2551.29,1,Funds
1037271,2799,3525.51,7,Funds
1037275,22676,569.13,5,Funds
1037278,9144,1775.25,1,Funds
1037281,19801,2576.27,5,Funds
1037282,274,3250.73,1,Funds
1037283,4060,3375.63,4,Funds
1037289,11827,842.1,6,Funds
1037290,3040,1150.19,5,Funds
1037290,9369,1150.19,5,Funds
1037295,6187,887.62,2,Funds
1037297,13505,3275.71,1,Funds
1037300,20528,1562.91,4,Funds
1037303,10555,1625.36,4,Funds
1037304,17678,1338.09,5,Funds
1037307,8180,3375.63,6,Funds
1037310,3212,837.66,6,Funds
1037312,10377,3150.81,5,Funds
1037314,7036,1650.34,7,Funds
1037314,20511,1650.34,7,Funds
1037316,12793,3425.59,2,Funds
1037317,3054,1438.01,2,Funds
1037319,16200,1675.32,5,Funds
1037321,17407,1587.89,1,Funds
1037322,3803,1400.54,7,Funds
1037322,23921,1400.54,3,Funds
1037323,18371,3625.43,2,Funds
1037328,1661,3600.45,6,Funds
1037331,9218,1213.19,1,Funds
1037333,1064,908.72,1,Funds
1037337,10627,1700.31,2,Funds
1037338,11514,2276.5,5,Funds
1037339,16381,918.85,5,Funds
1037339,19040,918.85,3,Funds
1037339,19369,918.85,5,Funds
1037342,16243,3275.71,4,Funds
1037348,15128,1116.88,6,Funds
1037350,8666,1462.99,4,Funds
1037365,9063,2826.07,5,Funds
1037367,12688,2851.05,4,Funds
1037371,23082,3575.47,5,Funds
1037373,10013,1325.6,5,Funds
1037375,12940,1800.23,2,Funds
1037378,20121,3075.87,6,Funds
1037384,11052,1425.52,1,Funds
1037388,20697,2751.13,2,Funds
1037392,20778,3100.85,4,Funds
1037393,15095,817.12,6,Funds
1037396,8403,2676.19,1,Funds
1037397,21989,3100.85,6,Funds
1037401,17755,3350.65,4,Funds
1037410,42,2751.13,7,Funds
1037418,2252,1250.66,2,Funds
1037421,4548,800.47,7,Funds
1037421,5334,800.47,7,Funds
1037421,20186,800.47,2,Funds
1037429,7237,1375.56,1,Funds
1037432,3594,2801.09,6,Funds
1037437,7422,3275.71,1,Funds
1037441,15586,2226.54,6,Funds
1037442,8560,3450.57,6,Funds
1037443,13849,3300.69,3,Funds
1037447,244,1837.7,3,Funds
1037453,12005,1275.64,6,Funds
1037457,2420,812.68,5,Funds
1037459,19445,917.04,7,Funds
1037470,14706,3000.93,6,Funds
1037473,8645,831.42,6,Funds
1037473,11527,831.42,7,Funds
1037473,12069,831.42,3,Funds
1037473,23449,831.42,6,Funds
1037474,19320,1116.88,3,Funds
1037478,24122,1550.42,3,Funds
1037479,4895,2651.21,3,Funds
1037481,9214,1438.01,1,Funds
1037484,20379,1100.78,7,Funds
1037486,7132,792.14,1,Funds
1037493,3918,1100.23,1,Funds
1037494,13024,3275.71,3,Funds
1037495,23857,1388.05,6,Funds
1037501,19618,3350.65,6,Funds
1037505,1946,2651.21,5,Funds
1037509,4290,0,4,Funds
1037515,14291,1512.95,1,Funds
1037522,13258,3325.67,3,Funds
1037527,8846,3450.57,2,Funds
1037534,20037,2401.41,4,Funds
1037535,17732,3025.91,5,Funds
1037542,20819,3825.27,3,Funds
1037546,22378,2950.97,7,Funds
1037551,494,3025.91,7,Funds
1037562,15013,3300.69,4,Funds
1037566,14283,3400.61,3,Funds
1037568,20531,2226.54,1,Funds
1037575,21968,2676.19,7,Funds
1037579,16902,1650.34,7,Funds
1037581,12107,925.09,6,Funds
1037586,12893,1525.44,7,Funds
1037587,1642,3075.87,7,Funds
1037594,5672,2576.27,7,Funds
1037596,12314,2476.35,1,Funds
1037597,12715,2826.07,3,Funds
1037598,3751,3300.69,2,Funds
1037599,15747,2676.19,1,Funds
1037601,15555,3275.71,7,Funds
1037607,24377,2226.54,4,Funds
1037608,20989,1388.05,1,Funds
1037620,16404,2851.05,6,Funds
1037621,12252,1600.38,3,Funds
1037623,10080,1862.68,2,Funds
1037623,13858,1862.68,7,Funds
1037628,10963,1158.52,7,Funds
1037628,14684,1158.52,1,Funds
1037630,14329,2676.19,5,Funds
1037631,330,1675.32,5,Funds
1037637,774,1587.89,6,Funds
1037639,15432,1687.81,3,Funds
1037643,12169,1413.03,7,Funds
1037643,19223,1413.03,5,Funds
1037646,20654,0,3,Funds
1037654,16715,3675.39,1,Funds
1037658,1062,3350.65,4,Funds
1037659,10256,1363.07,4,Funds
1037661,19047,1675.32,6,Funds
1037663,2609,1725.29,1,Funds
1037665,18637,3100.85,2,Funds
1037668,2102,0,1,Funds
1037670,3378,1512.95,6,Funds
1037670,19173,1512.95,2,Funds
1037671,5594,1091.9,1,Funds
1037671,14715,1091.9,2,Funds
1037671,17526,1091.9,7,Funds
1037672,13553,1400.54,2,Funds
1037673,21959,3300.69,4,Funds
1037675,10478,1033.62,2,Funds
1037675,11483,1033.62,6,Funds
1037675,22693,1033.62,6,Funds
1037677,6827,0,7,Funds
1037677,19776,0,7,Funds
1037687,14473,1233.46,6,Funds
1037690,1153,3325.67,1,Funds
1037691,13967,2876.03,2,Funds
1037695,19988,1500.46,2,Funds
1037697,20537,1812.72,3,Funds
1037701,5365,0,7,Funds
1037702,22450,694.03,6,Funds
1037704,14874,3550.49,3,Funds
1037706,9873,983.66,2,Funds
1037709,20112,1475.48,2,Funds
1037711,1253,1625.36,5,Funds
1037714,10319,1141.86,5,Funds
1037715,4164,825.17,5,Funds
1037716,18239,2451.37,5,Funds
1037718,5781,3050.89,7,Funds
1037719,18676,2526.31,1,Funds
1037721,13820,3325.67,1,Funds
1037723,7858,1700.31,5,Funds
1037724,9623,3325.67,3,Funds
1037727,11978,2576.27,5,Funds
1037729,6953,556.64,3,Funds
1037732,4102,1150.74,6,Funds
1037734,4393,2401.41,6,Funds
1037735,10335,1125.76,3,Funds
1037740,10706,991.98,7,Funds
1037745,7435,900.39,2,Funds
1037748,23462,1675.32,5,Funds
1037749,20547,1008.64,3,Funds
1037752,21494,3475.55,7,Funds
1037753,15487,737.74,3,Funds
1037753,15602,737.74,1,Funds
1037754,4062,3350.65,4,Funds
1037755,8717,2526.31,3,Funds
1037760,6760,1163.23,5,Funds
1037761,14064,3250.73,5,Funds
1037762,21362,2826.07,2,Funds
1037764,7765,1500.46,7,Funds
1037771,15016,3000.93,7,Funds
1037772,14392,2776.11,3,Funds
1037774,15039,3325.67,2,Funds
1037776,6080,1000.03,5,Funds
1037780,11559,3275.71,3,Funds
1037788,21638,3500.53,2,Funds
1037790,12861,1625.36,7,Funds
1037790,14538,1625.36,2,Funds
1037793,5903,2751.13,3,Funds
1037799,13694,3450.57,6,Funds
1037800,23805,3275.71,3,Funds
1037803,3359,1750.27,4,Funds
1037803,5411,1750.27,6,Funds
1037809,20780,1425.52,5,Funds
1037816,19963,1108.56,2,Funds
1037828,22139,3300.69,7,Funds
1037833,18346,725.25,5,Funds
1037836,10667,1662.83,2,Funds
1037838,17767,856.4,2,Funds
1037839,18743,1462.99,2,Funds
1037843,16509,818.93,2,Funds
1037846,3143,1225.68,6,Funds
1037849,17702,942.02,7,Funds
1037851,12417,3375.63,3,Funds
1037852,12561,3250.73,4,Funds
1037856,7192,3350.65,6,Funds
1037859,6389,2676.19,7,Funds
1037860,16684,1425.52,6,Funds
1037863,9179,2901.01,2,Funds
1037864,12805,2726.15,3,Funds
1037865,20463,2751.13,2,Funds
1037866,10492,1116.88,6,Funds
1037871,3961,942.02,2,Funds
1037872,11008,3125.83,1,Funds
1037878,5544,1750.27,1,Funds
1037879,21351,3350.65,7,Funds
1037880,5032,1083.58,5,Funds
1037882,7138,1200.7,6,Funds
1037886,18553,837.66,6,Funds
1037892,12123,762.72,1,Funds
1037893,15927,1687.81,6,Funds
1037895,14265,775.21,1,Funds
1037896,21009,1600.38,4,Funds
1037900,6871,2776.11,4,Funds
1037901,7831,2826.07,5,Funds
1037904,8551,2501.33,6,Funds
1037911,8272,3475.55,1,Funds
1037912,12246,2551.29,2,Funds
1037914,21343,3025.91,6,Funds
1037916,16652,933.7,4,Funds
1037916,22525,933.7,2,Funds
1037923,5361,3125.83,2,Funds
1037925,9504,3575.47,3,Funds
1037931,1179,1675.32,1,Funds
1037932,4583,1363.07,1,Funds
1037932,20785,1363.07,4,Funds
1037937,21586,762.72,6,Funds
1037938,16648,3250.73,2,Funds
1037946,22331,600.35,2,Funds
1037948,18161,2776.11,2,Funds
1037950,3855,1612.87,7,Funds
1037957,7607,3300.69,3,Funds
1037961,14643,3500.53,2,Funds
1037966,4530,2826.07,6,Funds
1037971,14356,3300.69,3,Funds
1037977,22414,2726.15,3,Funds
1037984,5500,2950.97,3,Funds
1037996,3244,0,6,Funds
1037999,9354,2551.29,6,Funds
1038001,2920,1825.21,1,Funds
1038001,21677,1825.21,2,Funds
1038002,16351,3575.47,1,Funds
1038011,6478,1041.94,5,Funds
1038014,17233,1762.76,6,Funds
1038014,23911,1762.76,6,Funds
1038018,14114,3525.51,3,Funds
1038019,21945,862.64,1,Funds
1038023,15102,2776.11,5,Funds
1038025,21885,1325.6,7,Funds
1038027,964,3000.93,1,Funds
1038030,19814,1413.03,1,Funds
1038031,3012,2426.39,3,Funds
1038032,1374,3200.77,5,Funds
1038033,18378,3250.73,5,Funds
1038041,13919,1562.91,2,Funds
1038041,17077,1562.91,6,Funds
1038043,9284,3475.55,7,Funds
1038045,11794,3425.59,5,Funds
1038048,17683,3300.69,5,Funds
1038053,19396,3575.47,2,Funds
1038057,9251,3400.61,5,Funds
1038065,15654,1425.52,6,Funds
1038070,11739,1462.99,3,Funds
1038072,14903,2551.29,1,Funds
1038076,16352,3275.71,4,Funds
1038078,16640,2426.39,7,Funds
1038080,10039,775.49,5,Funds
1038082,9024,3275.71,7,Funds
1038083,22059,637.82,3,Funds
1038091,2893,1108.56,3,Funds
1038091,19667,1108.56,1,Funds
1038091,21088,1108.56,7,Funds
1038093,19855,2801.09,5,Funds
1038103,16870,1625.36,6,Funds
1038106,691,1016.96,7,Funds
1038108,13826,1425.52,1,Funds
1038109,12155,1887.66,3,Funds
1038116,3852,850.43,6,Funds
1038116,5965,850.43,4,Funds
1038116,7850,850.43,6,Funds
1038117,19171,1637.85,1,Funds
1038120,16089,1133.54,6,Funds
1038122,18491,967,5,Funds
1038122,22977,967,1,Funds
1038123,22466,2476.35,1,Funds
1038125,18678,3350.65,5,Funds
1038126,16379,3000.93,1,Funds
1038128,15170,1712.8,7,Funds
1038130,9624,3250.73,6,Funds
1038131,12986,825.17,4,Funds
1038139,13008,3400.61,4,Funds
1038147,12806,1016.96,3,Funds
1038151,21671,1537.93,1,Funds
1038163,6316,0,6,Funds
1038165,6287,1125.21,7,Funds
1038166,8454,3150.81,2,Funds
1038173,13459,1462.99,6,Funds
1038176,2563,2701.17,3,Funds
1038180,15689,3350.65,5,Funds
1038183,16257,3550.49,5,Funds
1038187,16335,3075.87,1,Funds
1038188,1124,1083.58,6,Funds
1038188,13197,1083.58,2,Funds
1038188,19302,1083.58,6,Funds
1038192,9403,2701.17,3,Funds
1038194,11357,3475.55,1,Funds
1038199,4806,1025.29,1,Funds
1038200,20763,818.93,3,Funds
1038206,9003,3000.93,5,Funds
1038212,9327,0,6,Funds
1038212,14880,0,3,Funds
1038218,9158,2950.97,4,Funds
1038220,6356,2326.46,4,Funds
1038225,8255,3325.67,1,Funds
1038231,10097,1388.05,4,Funds
1038234,8193,644.07,4,Funds
1038236,5223,1675.32,3,Funds
1038243,16629,1375.56,3,Funds
1038246,880,1625.36,6,Funds
1038251,18214,2801.09,6,Funds
1038253,18942,1275.64,4,Funds
1038257,13433,3125.83,5,Funds
1038258,4176,3350.65,2,Funds
1038268,22456,1775.25,4,Funds
1038269,17897,3425.59,3,Funds
1038271,9355,1450.5,4,Funds
1038277,14078,3450.57,4,Funds
1038282,23279,3350.65,3,Funds
1038283,16052,2351.45,7,Funds
1038288,1891,2726.15,4,Funds
1038291,2932,800.19,6,Funds
1038292,17040,3125.83,3,Funds
1038298,11432,1350.58,2,Funds
1038298,11928,1350.58,1,Funds
1038299,19970,3400.61,3,Funds
1038301,19135,3450.57,4,Funds
1038302,21177,3050.89,4,Funds
1038308,13584,3500.53,1,Funds
1038312,3783,842.1,2,Funds
1038314,3753,1413.03,3,Funds
1038314,16129,1413.03,1,Funds
1038318,22973,1375.56,4,Funds
1038319,22706,3375.63,3,Funds
1038322,23423,1737.78,4,Funds
1038328,8392,1200.7,6,Funds
1038329,11474,1191.82,4,Funds
1038329,21727,1191.82,1,Funds
1038329,22873,1191.82,1,Funds
1038333,16822,2801.09,1,Funds
1038334,23841,3450.57,2,Funds
1038340,6543,2776.11,2,Funds
1038347,14516,868.89,2,Funds
1038348,5003,1375.56,3,Funds
1038351,4937,783.82,3,Funds
1038353,5084,2726.15,1,Funds
1038354,2175,1375.56,2,Funds
1038356,12060,3400.61,3,Funds
1038359,5728,1208.48,2,Funds
1038360,302,3275.71,7,Funds
1038364,18129,1375.56,6,Funds
1038366,22229,3400.61,4,Funds
1038367,2707,1612.87,7,Funds
1038369,17854,2526.31,4,Funds
1038371,3483,1675.32,4,Funds
1038375,7715,2901.01,5,Funds
1038380,11616,2975.95,3,Funds
1038384,3405,1091.9,5,Funds
1038386,21886,3450.57,3,Funds
1038388,9557,2426.39,2,Funds
1038391,14702,975.33,5,Funds
1038391,18130,975.33,6,Funds
1038398,1190,3500.53,7,Funds
1038400,17918,1438.01,7,Funds
1038402,3725,2651.21,1,Funds
1038403,3236,3375.63,6,Funds
1038405,1942,1662.83,4,Funds
1038411,5267,3375.63,1,Funds
1038415,12412,1662.83,6,Funds
1038415,17785,1662.83,7,Funds
1038418,17178,2626.23,2,Funds
1038424,5866,1687.81,3,Funds
1038426,18342,1575.4,2,Funds
1038429,22137,825.45,5,Funds
1038431,20429,1225.68,4,Funds
1038433,21830,1058.6,5,Funds
1038435,1072,1133.54,2,Funds
1038438,23042,3175.79,7,Funds
