CustID,ContactID,Date,Agent,Category
1009309,2072,03JUL2014:00:00:00,42,Complaint
1009319,2073,16JAN2014:00:00:00,33,Telebanking
1009320,2074,16JAN2014:00:00:00,11,Telebanking
1009320,2075,21FEB2014:00:00:00,71,Complaint
1009320,2076,10JUL2014:00:00:00,82,Telebanking
1009321,2077,20MAY2014:00:00:00,34,Telebanking
1009323,2078,18MAY2014:00:00:00,18,Telebanking
1009332,2079,14APR2014:00:00:00,69,Telebanking
1009333,2080,23JUN2014:00:00:00,33,Telebanking
1009334,2081,11FEB2014:00:00:00,14,Telebanking
1009334,2082,11MAY2014:00:00:00,38,Telebanking
1009334,2083,28APR2014:00:00:00,24,Telebanking
1009335,2084,20JAN2014:00:00:00,86,Telebanking
1009339,2085,23MAY2014:00:00:00,54,Telebanking
1009340,2086,12JUL2014:00:00:00,98,Telebanking
1009347,2087,07FEB2014:00:00:00,22,Complaint
1009352,2088,30APR2014:00:00:00,67,Telebanking
1009352,2089,26MAY2014:00:00:00,71,Telebanking
1009352,2090,08JUN2014:00:00:00,47,Telebanking
1009353,2091,04JAN2014:00:00:00,30,Telebanking
1009356,2092,19JUN2014:00:00:00,27,Telebanking
1009356,2093,07APR2014:00:00:00,7,Complaint
1009365,2094,19APR2014:00:00:00,43,Complaint
1009365,2095,31MAR2014:00:00:00,56,Complaint
1009365,2096,02APR2014:00:00:00,33,Telebanking
1009367,2097,13JUN2014:00:00:00,5,Telebanking
1009370,2098,09JAN2014:00:00:00,49,Telebanking
1009372,2099,10JUN2014:00:00:00,3,Telebanking
1009383,2100,27MAR2014:00:00:00,82,Telebanking
1009385,2101,14MAY2014:00:00:00,92,Telebanking
1009386,2102,05JAN2014:00:00:00,18,Telebanking
1009389,2103,23MAY2014:00:00:00,4,Telebanking
1009398,2104,30APR2014:00:00:00,9,Telebanking
1009399,2105,15JUL2014:00:00:00,58,Telebanking
1009402,2106,27JUN2014:00:00:00,98,Telebanking
1009407,2107,06APR2014:00:00:00,54,Telebanking
1009407,2108,11MAY2014:00:00:00,35,Telebanking
1009419,2109,10JUN2014:00:00:00,8,Telebanking
1009420,2110,10JUL2014:00:00:00,51,Complaint
1009421,2111,04JUN2014:00:00:00,8,Telebanking
1009421,2112,30MAR2014:00:00:00,71,Telebanking
1009421,2113,23MAY2014:00:00:00,37,Telebanking
1009424,2114,20JUL2014:00:00:00,18,Telebanking
1009436,2115,29MAY2014:00:00:00,55,Telebanking
1009452,2116,16FEB2014:00:00:00,35,Complaint
1009452,2117,26MAY2014:00:00:00,44,Complaint
1009454,2118,16JUN2014:00:00:00,82,Telebanking
1009454,2119,06JUL2014:00:00:00,74,Telebanking
1009457,2120,27MAR2014:00:00:00,80,Telebanking
1009463,2121,09FEB2014:00:00:00,46,Telebanking
1009469,2122,20MAR2014:00:00:00,47,Complaint
1009471,2123,28APR2014:00:00:00,67,Complaint
1009476,2124,26FEB2014:00:00:00,12,Request
1009476,2125,25MAR2014:00:00:00,54,Complaint
1009479,2126,08JAN2014:00:00:00,75,Telebanking
1009482,2127,07APR2014:00:00:00,40,Telebanking
1009484,2128,22MAR2014:00:00:00,59,Telebanking
1009485,2129,22MAR2014:00:00:00,53,Complaint
1009485,2130,09JAN2014:00:00:00,23,Complaint
1009490,2131,17JUL2014:00:00:00,28,Telebanking
1009492,2132,07MAR2014:00:00:00,16,Telebanking
1009500,2133,17FEB2014:00:00:00,70,Telebanking
1009501,2134,29JAN2014:00:00:00,38,Complaint
1009501,2135,05JAN2014:00:00:00,13,Request
1009504,2136,15APR2014:00:00:00,45,Telebanking
1009506,2137,18JUL2014:00:00:00,84,Telebanking
1009508,2138,11APR2014:00:00:00,69,Complaint
1009508,2139,07JUN2014:00:00:00,43,Telebanking
1009512,2140,20MAY2014:00:00:00,33,Complaint
1009517,2141,03JAN2014:00:00:00,79,Request
1009517,2142,01JUL2014:00:00:00,13,Telebanking
1009519,2143,20MAR2014:00:00:00,74,Complaint
1009520,2144,20JUN2014:00:00:00,72,Complaint
1009523,2145,27JAN2014:00:00:00,73,Telebanking
1009531,2146,21MAR2014:00:00:00,60,Complaint
1009531,2147,03JUL2014:00:00:00,42,Telebanking
1009532,2148,06FEB2014:00:00:00,6,Telebanking
1009534,2149,22MAY2014:00:00:00,90,Complaint
1009538,2150,26APR2014:00:00:00,92,Telebanking
1009538,2151,29JUN2014:00:00:00,19,Telebanking
1009539,2152,05APR2014:00:00:00,94,Telebanking
1009545,2153,21JUN2014:00:00:00,1,Telebanking
1009548,2154,30MAR2014:00:00:00,87,Telebanking
1009551,2155,13MAR2014:00:00:00,10,Telebanking
1009554,2156,29MAR2014:00:00:00,85,Complaint
1009566,2157,08JAN2014:00:00:00,58,Telebanking
1009573,2158,26JUN2014:00:00:00,24,Telebanking
1009574,2159,30JUN2014:00:00:00,32,Complaint
1009577,2160,04JAN2014:00:00:00,14,Telebanking
1009579,2161,26JUN2014:00:00:00,50,Telebanking
1009581,2162,28MAY2014:00:00:00,49,Telebanking
1009586,2163,20JUL2014:00:00:00,35,Complaint
1009588,2164,26JUN2014:00:00:00,46,Telebanking
1009588,2165,27FEB2014:00:00:00,27,Telebanking
1009589,2166,14JUL2014:00:00:00,64,Telebanking
1009594,2167,29APR2014:00:00:00,61,Telebanking
1009595,2168,16JUL2014:00:00:00,41,Telebanking
1009595,2169,06JUN2014:00:00:00,84,Telebanking
1009598,2170,28JUN2014:00:00:00,99,Telebanking
1009598,2171,04MAR2014:00:00:00,58,Telebanking
1009601,2172,07MAY2014:00:00:00,29,Complaint
1009604,2173,04JUL2014:00:00:00,30,Telebanking
1009604,2174,12APR2014:00:00:00,48,Telebanking
1009608,2175,28APR2014:00:00:00,66,Complaint
1009611,2176,25JAN2014:00:00:00,9,Telebanking
1009613,2177,03JUN2014:00:00:00,30,Telebanking
1009617,2178,30JUN2014:00:00:00,34,Telebanking
1009617,2179,04FEB2014:00:00:00,82,Telebanking
1009618,2180,14FEB2014:00:00:00,90,Telebanking
1009619,2181,16MAY2014:00:00:00,41,Complaint
1009623,2182,17MAY2014:00:00:00,90,Telebanking
1009623,2183,12MAY2014:00:00:00,2,Telebanking
1009635,2184,14MAR2014:00:00:00,69,Complaint
1009643,2185,09JUN2014:00:00:00,38,Telebanking
1009648,2186,30JAN2014:00:00:00,39,Telebanking
1009658,2187,27FEB2014:00:00:00,80,Telebanking
1009660,2188,06MAY2014:00:00:00,77,Telebanking
1009662,2189,06APR2014:00:00:00,68,Telebanking
1009663,2190,09JUL2014:00:00:00,42,Telebanking
1009664,2191,20JUL2014:00:00:00,82,Complaint
1009665,2192,10JAN2014:00:00:00,33,Telebanking
1009666,2193,30JAN2014:00:00:00,97,Telebanking
1009667,2194,25JUN2014:00:00:00,98,Telebanking
1009670,2195,20JUN2014:00:00:00,67,Complaint
1009672,2196,17MAR2014:00:00:00,78,Telebanking
1009681,2197,18MAY2014:00:00:00,20,Telebanking
1009681,2198,18JUL2014:00:00:00,1,Complaint
1009682,2199,31MAR2014:00:00:00,43,Telebanking
1009686,2200,19MAY2014:00:00:00,2,Telebanking
1009693,2201,19JUL2014:00:00:00,24,Telebanking
1009693,2202,04FEB2014:00:00:00,63,Telebanking
1009697,2203,07JUL2014:00:00:00,31,Telebanking
1009699,2204,15JUL2014:00:00:00,64,Complaint
1009701,2205,17MAY2014:00:00:00,59,Telebanking
1009702,2206,22MAR2014:00:00:00,44,Request
1009703,2207,21JUN2014:00:00:00,54,Telebanking
1009705,2208,13MAY2014:00:00:00,81,Complaint
1009706,2209,15JAN2014:00:00:00,48,Telebanking
1009706,2210,03APR2014:00:00:00,70,Telebanking
1009707,2211,09JUL2014:00:00:00,43,Telebanking
1009707,2212,05APR2014:00:00:00,35,Telebanking
1009711,2213,19MAY2014:00:00:00,45,Complaint
1009712,2214,09MAR2014:00:00:00,96,Telebanking
1009712,2215,22FEB2014:00:00:00,59,Telebanking
1009717,2216,11APR2014:00:00:00,26,Telebanking
1009720,2217,05JAN2014:00:00:00,75,Telebanking
1009722,2218,22FEB2014:00:00:00,72,Telebanking
1009725,2219,09APR2014:00:00:00,31,Request
1009726,2220,04APR2014:00:00:00,72,Telebanking
1009727,2221,10JUN2014:00:00:00,22,Complaint
1009730,2222,16JUL2014:00:00:00,54,Telebanking
1009733,2223,15MAR2014:00:00:00,63,Telebanking
1009734,2224,23MAR2014:00:00:00,60,Complaint
1009734,2225,01APR2014:00:00:00,51,Complaint
1009740,2226,12MAY2014:00:00:00,50,Telebanking
1009740,2227,20MAY2014:00:00:00,40,Telebanking
1009743,2228,14MAY2014:00:00:00,55,Telebanking
1009752,2229,13MAR2014:00:00:00,6,Telebanking
1009752,2230,19MAY2014:00:00:00,42,Request
1009753,2231,26JUN2014:00:00:00,54,Complaint
1009755,2232,17JUN2014:00:00:00,33,Telebanking
1009759,2233,01MAY2014:00:00:00,97,Telebanking
1009760,2234,03APR2014:00:00:00,41,Telebanking
1009760,2235,16MAR2014:00:00:00,78,Complaint
1009769,2236,09JUL2014:00:00:00,90,Telebanking
1009771,2237,07JAN2014:00:00:00,57,Complaint
1009772,2238,11FEB2014:00:00:00,4,Telebanking
1009779,2239,16JAN2014:00:00:00,4,Request
1009784,2240,25APR2014:00:00:00,98,Complaint
1009790,2241,09FEB2014:00:00:00,13,Complaint
1009790,2242,15FEB2014:00:00:00,68,Telebanking
1009791,2243,26MAR2014:00:00:00,98,Telebanking
1009791,2244,22FEB2014:00:00:00,58,Telebanking
1009792,2245,07FEB2014:00:00:00,3,Telebanking
1009793,2246,30APR2014:00:00:00,73,Telebanking
1009801,2247,26JAN2014:00:00:00,61,Telebanking
1009802,2248,13FEB2014:00:00:00,51,Telebanking
1009802,2249,09JUL2014:00:00:00,42,Complaint
1009804,2250,17MAY2014:00:00:00,65,Complaint
1009808,2251,19JUL2014:00:00:00,9,Telebanking
1009810,2252,22JAN2014:00:00:00,35,Telebanking
1009812,2253,30JAN2014:00:00:00,88,Telebanking
1009816,2254,03JAN2014:00:00:00,75,Complaint
1009818,2255,11APR2014:00:00:00,27,Telebanking
1009818,2256,07APR2014:00:00:00,37,Complaint
1009819,2257,28MAY2014:00:00:00,74,Request
1009824,2258,02MAY2014:00:00:00,56,Telebanking
1009838,2259,17JUN2014:00:00:00,99,Complaint
1009845,2260,18APR2014:00:00:00,87,Telebanking
1009846,2261,29MAR2014:00:00:00,58,Telebanking
1009851,2262,31JAN2014:00:00:00,9,Telebanking
1009851,2263,30JAN2014:00:00:00,79,Complaint
1009853,2264,24FEB2014:00:00:00,62,Telebanking
1009854,2265,19MAR2014:00:00:00,8,Telebanking
1009855,2266,20APR2014:00:00:00,31,Telebanking
1009856,2267,02FEB2014:00:00:00,14,Telebanking
1009856,2268,30JAN2014:00:00:00,10,Telebanking
1009856,2269,16JUL2014:00:00:00,78,Telebanking
1009858,2270,14FEB2014:00:00:00,71,Telebanking
1009868,2271,19JUL2014:00:00:00,39,Telebanking
1009869,2272,23APR2014:00:00:00,63,Telebanking
1009872,2273,20JUL2014:00:00:00,60,Telebanking
1009873,2274,17JUL2014:00:00:00,93,Telebanking
1009875,2275,11FEB2014:00:00:00,88,Telebanking
1009876,2276,27JAN2014:00:00:00,82,Telebanking
1009878,2277,26MAR2014:00:00:00,8,Telebanking
1009878,2278,14JAN2014:00:00:00,61,Complaint
1009894,2279,19JAN2014:00:00:00,54,Complaint
1009898,2280,20JUL2014:00:00:00,77,Telebanking
1009899,2281,19MAR2014:00:00:00,69,Telebanking
1009906,2282,02JUL2014:00:00:00,17,Request
1009906,2283,11JAN2014:00:00:00,34,Complaint
1009906,2284,02JUL2014:00:00:00,91,Request
1009910,2285,19APR2014:00:00:00,37,Telebanking
1009912,2286,29JUN2014:00:00:00,99,Complaint
1009912,2287,30JAN2014:00:00:00,10,Telebanking
1009913,2288,21APR2014:00:00:00,55,Complaint
1009916,2289,08MAR2014:00:00:00,62,Telebanking
1009924,2290,03JUL2014:00:00:00,93,Telebanking
1009933,2291,24MAR2014:00:00:00,14,Telebanking
1009934,2292,05JAN2014:00:00:00,29,Complaint
1009937,2293,17MAY2014:00:00:00,85,Request
1009937,2294,07FEB2014:00:00:00,92,Complaint
1009941,2295,26JUN2014:00:00:00,73,Telebanking
1009943,2296,07MAR2014:00:00:00,67,Complaint
1009944,2297,26FEB2014:00:00:00,87,Complaint
1009952,2298,28JAN2014:00:00:00,87,Telebanking
1009954,2299,29MAR2014:00:00:00,6,Telebanking
1009959,2300,13MAR2014:00:00:00,31,Telebanking
1009959,2301,09MAY2014:00:00:00,14,Complaint
1009960,2302,01MAY2014:00:00:00,72,Telebanking
1009961,2303,02JUL2014:00:00:00,70,Telebanking
1009961,2304,15MAY2014:00:00:00,57,Telebanking
1009962,2305,08JUN2014:00:00:00,14,Telebanking
1009963,2306,10APR2014:00:00:00,90,Telebanking
1009965,2307,13JUL2014:00:00:00,54,Telebanking
1009968,2308,24JUN2014:00:00:00,27,Telebanking
1009990,2309,18JUL2014:00:00:00,37,Telebanking
1009991,2310,26MAR2014:00:00:00,60,Telebanking
1009992,2311,07JUL2014:00:00:00,98,Telebanking
1009996,2312,27MAR2014:00:00:00,76,Telebanking
1009998,2313,10MAY2014:00:00:00,34,Request
1010003,2314,04JUL2014:00:00:00,9,Telebanking
1010007,2315,22JUN2014:00:00:00,64,Complaint
1010015,2316,18MAY2014:00:00:00,59,Telebanking
1010015,2317,21JUN2014:00:00:00,62,Telebanking
1010028,2318,14MAR2014:00:00:00,2,Complaint
1010032,2319,26APR2014:00:00:00,77,Telebanking
1010033,2320,09JAN2014:00:00:00,85,Telebanking
1010037,2321,07APR2014:00:00:00,73,Telebanking
1010048,2322,25JUN2014:00:00:00,76,Telebanking
1010050,2323,23JAN2014:00:00:00,44,Telebanking
1010051,2324,12FEB2014:00:00:00,21,Telebanking
1010051,2325,16MAY2014:00:00:00,82,Complaint
1010051,2326,14JAN2014:00:00:00,4,Telebanking
1010055,2327,04APR2014:00:00:00,44,Telebanking
1010057,2328,03JAN2014:00:00:00,60,Telebanking
1010057,2329,18JUN2014:00:00:00,57,Complaint
1010057,2330,26JUN2014:00:00:00,13,Telebanking
1010070,2331,03MAR2014:00:00:00,75,Telebanking
1010071,2332,28FEB2014:00:00:00,23,Telebanking
1010072,2333,30MAY2014:00:00:00,29,Complaint
1010072,2334,17MAR2014:00:00:00,51,Telebanking
1010090,2335,05FEB2014:00:00:00,78,Complaint
1010092,2336,05JAN2014:00:00:00,39,Telebanking
1010096,2337,24JUN2014:00:00:00,72,Telebanking
1010096,2338,08JUN2014:00:00:00,72,Telebanking
1010097,2339,13JUN2014:00:00:00,11,Telebanking
1010100,2340,23FEB2014:00:00:00,82,Complaint
1010106,2341,23MAY2014:00:00:00,53,Complaint
1010108,2342,09MAR2014:00:00:00,85,Telebanking
1010109,2343,28MAR2014:00:00:00,25,Telebanking
1010110,2344,17MAY2014:00:00:00,81,Telebanking
1010115,2345,01APR2014:00:00:00,7,Telebanking
1010116,2346,02FEB2014:00:00:00,40,Telebanking
1010119,2347,16JAN2014:00:00:00,43,Telebanking
1010124,2348,26APR2014:00:00:00,58,Telebanking
1010125,2349,18FEB2014:00:00:00,95,Telebanking
1010126,2350,28MAR2014:00:00:00,45,Telebanking
1010131,2351,14FEB2014:00:00:00,1,Telebanking
1010131,2352,13APR2014:00:00:00,74,Complaint
1010135,2353,03JAN2014:00:00:00,57,Telebanking
1010135,2354,28MAR2014:00:00:00,1,Complaint
1010135,2355,07MAY2014:00:00:00,12,Complaint
1010141,2356,18FEB2014:00:00:00,52,Telebanking
1010141,2357,12JAN2014:00:00:00,71,Telebanking
1010144,2358,05MAR2014:00:00:00,99,Telebanking
1010145,2359,18MAR2014:00:00:00,10,Telebanking
1010146,2360,21APR2014:00:00:00,55,Telebanking
1010147,2361,05FEB2014:00:00:00,81,Complaint
1010147,2362,03FEB2014:00:00:00,10,Telebanking
1010148,2363,03JUN2014:00:00:00,58,Telebanking
1010149,2364,08MAY2014:00:00:00,40,Telebanking
1010153,2365,18APR2014:00:00:00,32,Complaint
1010164,2366,17APR2014:00:00:00,1,Telebanking
1010166,2367,05MAY2014:00:00:00,42,Telebanking
1010167,2368,08FEB2014:00:00:00,35,Complaint
1010167,2369,08JAN2014:00:00:00,82,Request
1010169,2370,31MAR2014:00:00:00,84,Telebanking
1010169,2371,05JUL2014:00:00:00,87,Telebanking
1010175,2372,17MAR2014:00:00:00,76,Telebanking
1010179,2373,23MAY2014:00:00:00,11,Telebanking
1010185,2374,02MAY2014:00:00:00,9,Telebanking
1010190,2375,01FEB2014:00:00:00,34,Complaint
1010203,2376,07JUN2014:00:00:00,57,Telebanking
1010205,2377,20APR2014:00:00:00,80,Telebanking
1010207,2378,16APR2014:00:00:00,52,Telebanking
1010209,2379,27FEB2014:00:00:00,38,Request
1010210,2380,14FEB2014:00:00:00,27,Complaint
1010216,2381,05JUL2014:00:00:00,83,Complaint
1010216,2382,22JUN2014:00:00:00,51,Telebanking
1010216,2383,19JAN2014:00:00:00,17,Complaint
1010221,2384,21JAN2014:00:00:00,45,Telebanking
1010237,2385,08FEB2014:00:00:00,42,Telebanking
1010237,2386,12JUN2014:00:00:00,7,Telebanking
1010237,2387,02APR2014:00:00:00,90,Telebanking
1010239,2388,18JAN2014:00:00:00,22,Telebanking
1010239,2389,21JAN2014:00:00:00,27,Complaint
1010240,2390,22JAN2014:00:00:00,35,Telebanking
1010244,2391,23FEB2014:00:00:00,34,Complaint
1010246,2392,11APR2014:00:00:00,48,Telebanking
1010247,2393,06MAR2014:00:00:00,14,Telebanking
1010249,2394,07JAN2014:00:00:00,33,Telebanking
1010255,2395,29MAR2014:00:00:00,16,Telebanking
1010259,2396,26APR2014:00:00:00,30,Complaint
1010267,2397,03JUN2014:00:00:00,78,Complaint
1010268,2398,16APR2014:00:00:00,21,Complaint
1010271,2399,25FEB2014:00:00:00,39,Telebanking
1010271,2400,16JUN2014:00:00:00,80,Complaint
1010273,2401,01MAR2014:00:00:00,80,Telebanking
1010273,2402,17MAY2014:00:00:00,58,Telebanking
1010273,2403,27MAR2014:00:00:00,59,Telebanking
1010274,2404,14APR2014:00:00:00,4,Request
1010274,2405,04APR2014:00:00:00,4,Telebanking
1010276,2406,10APR2014:00:00:00,22,Telebanking
1010276,2407,21JUN2014:00:00:00,41,Telebanking
1010277,2408,03JUN2014:00:00:00,84,Telebanking
1010278,2409,31MAY2014:00:00:00,96,Telebanking
1010278,2410,28MAY2014:00:00:00,12,Complaint
1010278,2411,11JAN2014:00:00:00,91,Telebanking
1010283,2412,16MAR2014:00:00:00,35,Telebanking
1010283,2413,16MAY2014:00:00:00,75,Complaint
1010287,2414,23JAN2014:00:00:00,34,Complaint
1010288,2415,05MAY2014:00:00:00,21,Telebanking
1010289,2416,02FEB2014:00:00:00,52,Complaint
1010289,2417,23MAR2014:00:00:00,94,Telebanking
1010294,2418,09MAR2014:00:00:00,21,Telebanking
1010297,2419,09APR2014:00:00:00,57,Telebanking
1010299,2420,05FEB2014:00:00:00,1,Telebanking
1010300,2421,17JUL2014:00:00:00,42,Complaint
1010301,2422,26MAR2014:00:00:00,9,Complaint
1010307,2423,07MAY2014:00:00:00,36,Telebanking
1010307,2424,06APR2014:00:00:00,99,Complaint
1010307,2425,05APR2014:00:00:00,66,Complaint
1010309,2426,16FEB2014:00:00:00,73,Complaint
1010311,2427,14APR2014:00:00:00,6,Complaint
1010312,2428,19JAN2014:00:00:00,74,Telebanking
1010317,2429,28JUN2014:00:00:00,53,Telebanking
1010328,2430,09FEB2014:00:00:00,39,Telebanking
1010329,2431,04MAY2014:00:00:00,35,Telebanking
1010331,2432,04JAN2014:00:00:00,99,Complaint
1010334,2433,30JUN2014:00:00:00,70,Complaint
1010335,2434,05JAN2014:00:00:00,23,Telebanking
1010335,2435,05JUL2014:00:00:00,34,Complaint
1010336,2436,16APR2014:00:00:00,93,Telebanking
1010337,2437,29APR2014:00:00:00,36,Telebanking
1010346,2438,04MAR2014:00:00:00,90,Telebanking
1010347,2439,10MAY2014:00:00:00,43,Telebanking
1010350,2440,26APR2014:00:00:00,2,Telebanking
1010351,2441,08JUL2014:00:00:00,43,Complaint
1010359,2442,14MAR2014:00:00:00,10,Telebanking
1010361,2443,11FEB2014:00:00:00,61,Telebanking
1010365,2444,01FEB2014:00:00:00,35,Telebanking
1010366,2445,23MAR2014:00:00:00,39,Telebanking
1010368,2446,03JUL2014:00:00:00,45,Complaint
1010368,2447,27FEB2014:00:00:00,48,Complaint
1010369,2448,07JUN2014:00:00:00,6,Complaint
1010371,2449,21MAY2014:00:00:00,93,Telebanking
1010374,2450,22JUN2014:00:00:00,47,Telebanking
1010377,2451,03MAY2014:00:00:00,18,Telebanking
1010379,2452,10JUL2014:00:00:00,99,Telebanking
1010388,2453,08FEB2014:00:00:00,38,Telebanking
1010389,2454,12APR2014:00:00:00,61,Complaint
1010396,2455,01MAR2014:00:00:00,15,Telebanking
1010399,2456,24MAR2014:00:00:00,33,Complaint
1010401,2457,27MAY2014:00:00:00,53,Telebanking
1010403,2458,13JUN2014:00:00:00,99,Complaint
1010405,2459,06MAR2014:00:00:00,24,Telebanking
1010410,2460,12JUN2014:00:00:00,48,Telebanking
1010410,2461,27APR2014:00:00:00,26,Telebanking
1010411,2462,01JUL2014:00:00:00,86,Telebanking
1010413,2463,02JAN2014:00:00:00,52,Telebanking
1010414,2464,14JUL2014:00:00:00,86,Telebanking
1010414,2465,19MAY2014:00:00:00,95,Telebanking
1010415,2466,02APR2014:00:00:00,78,Complaint
1010417,2467,21APR2014:00:00:00,94,Telebanking
1010434,2468,04JUL2014:00:00:00,13,Telebanking
1010436,2469,23JAN2014:00:00:00,46,Telebanking
1010439,2470,02MAR2014:00:00:00,60,Telebanking
1010439,2471,24MAR2014:00:00:00,88,Request
1010441,2472,08MAR2014:00:00:00,14,Request
1010442,2473,26MAR2014:00:00:00,92,Complaint
1010443,2474,05FEB2014:00:00:00,1,Telebanking
1010443,2475,29MAR2014:00:00:00,14,Complaint
1010445,2476,16FEB2014:00:00:00,64,Telebanking
1010445,2477,24JUN2014:00:00:00,28,Request
1010445,2478,21JAN2014:00:00:00,64,Telebanking
1010446,2479,06JUL2014:00:00:00,92,Telebanking
1010446,2480,06MAR2014:00:00:00,84,Telebanking
1010450,2481,17MAR2014:00:00:00,20,Telebanking
1010457,2482,11MAY2014:00:00:00,95,Telebanking
1010463,2483,10FEB2014:00:00:00,29,Telebanking
1010463,2484,28MAY2014:00:00:00,37,Complaint
1010464,2485,08JUN2014:00:00:00,61,Telebanking
1010470,2486,01JUL2014:00:00:00,32,Telebanking
1010471,2487,27JAN2014:00:00:00,57,Complaint
1010474,2488,17MAY2014:00:00:00,28,Complaint
1010474,2489,28MAR2014:00:00:00,63,Telebanking
1010481,2490,13JUL2014:00:00:00,57,Telebanking
1010485,2491,19JUL2014:00:00:00,18,Telebanking
1010486,2492,22MAR2014:00:00:00,3,Telebanking
1010487,2493,24JUN2014:00:00:00,40,Telebanking
1010492,2494,07MAR2014:00:00:00,75,Telebanking
1010493,2495,17JUN2014:00:00:00,28,Telebanking
1010498,2496,12FEB2014:00:00:00,30,Telebanking
1010499,2497,09FEB2014:00:00:00,91,Complaint
1010502,2498,06JAN2014:00:00:00,82,Telebanking
1010502,2499,13APR2014:00:00:00,35,Complaint
1010514,2500,01FEB2014:00:00:00,50,Telebanking
1010514,2501,24JAN2014:00:00:00,19,Telebanking
1010516,2502,12MAY2014:00:00:00,38,Complaint
1010516,2503,16FEB2014:00:00:00,69,Complaint
1010516,2504,16JAN2014:00:00:00,96,Telebanking
1010517,2505,30MAR2014:00:00:00,23,Telebanking
1010521,2506,12MAY2014:00:00:00,18,Telebanking
1010522,2507,22MAY2014:00:00:00,98,Telebanking
1010524,2508,11APR2014:00:00:00,69,Telebanking
1010525,2509,19APR2014:00:00:00,27,Complaint
1010529,2510,24JUN2014:00:00:00,49,Complaint
1010531,2511,03JAN2014:00:00:00,50,Telebanking
1010531,2512,05MAY2014:00:00:00,55,Request
1010541,2513,08APR2014:00:00:00,20,Telebanking
1010541,2514,02JAN2014:00:00:00,13,Telebanking
1010544,2515,02MAR2014:00:00:00,85,Telebanking
1010548,2516,15MAY2014:00:00:00,38,Telebanking
1010551,2517,05JAN2014:00:00:00,22,Telebanking
1010552,2518,18MAY2014:00:00:00,8,Telebanking
1010554,2519,09APR2014:00:00:00,12,Complaint
1010556,2520,21MAY2014:00:00:00,63,Request
1010559,2521,16MAR2014:00:00:00,81,Telebanking
1010561,2522,13APR2014:00:00:00,3,Complaint
1010567,2523,16APR2014:00:00:00,77,Telebanking
1010568,2524,08MAR2014:00:00:00,73,Telebanking
1010570,2525,26FEB2014:00:00:00,44,Complaint
1010578,2526,16MAR2014:00:00:00,48,Telebanking
1010578,2527,23JUN2014:00:00:00,80,Telebanking
1010580,2528,31MAR2014:00:00:00,39,Telebanking
1010585,2529,02JUN2014:00:00:00,70,Telebanking
1010591,2530,02JUN2014:00:00:00,21,Complaint
1010595,2531,27MAR2014:00:00:00,26,Telebanking
1010596,2532,31MAR2014:00:00:00,97,Telebanking
1010596,2533,22FEB2014:00:00:00,49,Telebanking
1010597,2534,21MAR2014:00:00:00,69,Telebanking
1010597,2535,04MAY2014:00:00:00,21,Telebanking
1010598,2536,21MAR2014:00:00:00,65,Telebanking
1010598,2537,01MAR2014:00:00:00,56,Telebanking
1010599,2538,05JAN2014:00:00:00,66,Telebanking
1010603,2539,08FEB2014:00:00:00,53,Telebanking
1010604,2540,09FEB2014:00:00:00,1,Telebanking
1010606,2541,06JUL2014:00:00:00,15,Complaint
1010608,2542,04JUL2014:00:00:00,95,Complaint
1010615,2543,31JAN2014:00:00:00,95,Complaint
1010615,2544,16JAN2014:00:00:00,54,Telebanking
1010616,2545,12JAN2014:00:00:00,44,Telebanking
1010618,2546,08FEB2014:00:00:00,68,Telebanking
1010618,2547,27FEB2014:00:00:00,91,Telebanking
1010622,2548,27MAR2014:00:00:00,17,Request
1010625,2549,30APR2014:00:00:00,36,Complaint
1010626,2550,24APR2014:00:00:00,23,Complaint
1010627,2551,04JUL2014:00:00:00,51,Complaint
1010629,2552,07MAY2014:00:00:00,30,Complaint
1010629,2553,21JUN2014:00:00:00,22,Request
1010637,2554,10APR2014:00:00:00,97,Request
1010637,2555,10JUN2014:00:00:00,4,Telebanking
1010639,2556,13JUL2014:00:00:00,72,Telebanking
1010639,2557,20FEB2014:00:00:00,40,Telebanking
1010643,2558,05JUL2014:00:00:00,42,Telebanking
1010645,2559,20APR2014:00:00:00,50,Telebanking
1010650,2560,08JUN2014:00:00:00,77,Request
1010651,2561,17JAN2014:00:00:00,80,Complaint
1010654,2562,10JUN2014:00:00:00,32,Telebanking
1010659,2563,20JUN2014:00:00:00,79,Telebanking
1010659,2564,16MAY2014:00:00:00,33,Complaint
1010660,2565,23JUN2014:00:00:00,14,Complaint
1010660,2566,06MAY2014:00:00:00,40,Complaint
1010661,2567,07FEB2014:00:00:00,10,Telebanking
1010662,2568,29MAY2014:00:00:00,14,Telebanking
1010663,2569,23JUN2014:00:00:00,51,Telebanking
1010665,2570,02JAN2014:00:00:00,50,Telebanking
1010668,2571,13JUN2014:00:00:00,35,Telebanking
1010669,2572,27FEB2014:00:00:00,75,Telebanking
1010673,2573,02JUL2014:00:00:00,41,Complaint
1010673,2574,04JAN2014:00:00:00,72,Complaint
1010677,2575,04FEB2014:00:00:00,61,Telebanking
1010678,2576,13JUN2014:00:00:00,19,Telebanking
1010679,2577,28APR2014:00:00:00,48,Telebanking
1010683,2578,13MAR2014:00:00:00,77,Complaint
1010687,2579,11JUL2014:00:00:00,34,Complaint
1010698,2580,23APR2014:00:00:00,15,Telebanking
