CustID,Birthdate,Title,Branch,CustomerSince,Gender,MaritalStatus
1009254,08DEC1951,,Fil4,01MAY1999,Male,Single
1009255,,,Fil2,01JUL1986,Male,Married
1009257,08APR1969,,Fil1,01FEB1994,Female,Divorce
1009261,10DEC1961,DI.,Fil1,01JUN1995,Female,Single
1009262,17DEC1955,,Fil4,01MAR1996,Male,Single
1009263,03FEB1960,Ing.,Fil4,01JUL1996,Male,Single
1009265,08JUN1951,,Fil2,01MAR1999,Female,Single
1009266,,DI.,Fil2,01NOV2002,Male,Married
1009267,,,Fil3,01JUL1996,Male,Single
1009268,18JUN1958,,Fil4,01NOV1993,Female,Married
1009269,19MAY1956,,Fil4,01JUL1999,Male,Single
1009271,20SEP1963,,Fil1,01DEC1996,Female,Single
1009274,22JUN1950,Dr.,Fil4,01JUL1996,Male,Single
1009275,25JUN1965,DI.,Fil1,01MAY1993,Male,Married
1009278,12JUN1961,,Fil1,01MAY1996,Male,Single
1009285,04DEC1966,,Fil1,01DEC1996,Male,Single
1009286,14MAY1959,,Fil2,01APR1989,Male,Married
1009287,17OCT1938,,Fil2,01APR2000,Male,Married
1009288,26DEC1964,Ing.,Fil2,01OCT2000,Male,Single
1009290,10MAY1947,,Fil1,01MAY1996,Female,Single
1009295,18NOV1959,,Fil2,01MAY1999,Male,Single
1009301,22JAN1953,,Fil2,,Male,Single
1009303,30JUL1932,,Fil2,01MAY1999,Female,Single
1009305,16AUG1965,,Fil3,01SEP1999,Male,Divorce
1009308,08DEC1959,,Fil4,01MAY1999,Male,Married
1009309,15APR1959,,Fil1,01DEC2003,Male,Married
1009310,27AUG1968,,Fil4,01APR2000,Male,Married
1009311,13OCT1957,Mag.,Fil1,01MAR1997,Male,Divorce
1009316,07JAN1940,,Fil4,01OCT1997,Female,Divorce
1009317,05MAR1964,,Fil4,01MAR1995,Male,Married
1009320,,,Fil4,01AUG2000,Female,Married
1009321,04AUG1949,,Fil1,01SEP1996,Female,Married
1009322,14JUN1952,,Fil1,01OCT1991,Female,Single
1009323,13FEB1969,,Fil3,01SEP2001,Male,Married
1009325,01FEB1952,,Fil1,01FEB2003,Male,Single
1009328,25APR1946,,Fil2,01DEC1978,Male,Single
1009332,18NOV1953,Ing.,Fil2,01NOV1990,Male,Married
1009334,22APR1947,Mag.,Fil2,01SEP1999,Male,Single
1009335,10MAR1960,,Fil2,01JUN1992,Female,Married
1009338,15FEB1948,,Fil2,01DEC2003,Female,Married
1009339,18AUG1967,,Fil1,01JAN1994,Male,Married
1009340,15JAN1939,,Fil3,01FEB1996,Male,Married
1009342,01SEP1949,,Fil2,01JAN1995,Male,Single
1009343,06JAN1970,,Fil2,01MAY2003,Male,Married
1009344,22MAR1983,,Fil1,01MAR2002,Female,Single
1009347,10JUN1961,,Fil4,01MAY1993,Male,Single
1009349,27OCT1966,,Fil2,01NOV2003,Male,Divorce
1009350,26MAY1938,,Fil4,01MAR1997,Female,Married
1009353,17JUL1949,,Fil1,01APR1978,Female,Single
1009354,12SEP1960,Mag.,Fil1,01FEB2001,Male,Married
1009355,08OCT1941,,Fil2,01OCT1998,Female,Single
1009356,19MAY1968,,Fil1,01JUN1999,Male,Married
1009357,22JAN1955,,Fil2,01FEB1999,Female,Single
1009358,28DEC1951,Ing.,Fil1,01AUG1996,Male,Single
1009363,06AUG1968,,Fil1,01FEB2002,Male,Divorce
1009365,15JUL1970,,Fil1,01APR2002,Male,Married
1009366,30MAR1965,,Fil2,01NOV2003,Male,Divorce
1009368,03JAN1960,,Fil2,01MAY1996,Male,Single
1009370,11DEC1954,,Fil3,01OCT1995,Male,Married
1009372,06JUN1934,,Fil2,01MAR2002,Male,Married
1009374,16JUL1959,,Fil2,01SEP2000,Female,Married
1009376,11APR1971,,Fil2,01OCT1998,Male,Single
1009377,16APR1946,,Fil1,01AUG1999,Male,Divorce
1009378,29JAN1956,Ing.,Fil2,,Female,Married
1009380,03DEC1963,,Fil1,01APR2002,Male,Single
1009383,10AUG1955,,Fil4,01AUG1999,Male,Married
1009385,28JAN1963,,Fil2,01APR1999,Female,Married
1009386,22SEP1965,,Fil1,01JAN2001,Male,Married
1009388,26MAY1983,,Fil2,01MAR2000,Female,Married
1009389,13JUN1950,,Fil2,01JUN1996,Female,Married
1009391,17APR1953,,Fil1,01AUG2000,Male,Married
1009394,17OCT1968,,Fil1,01NOV2003,Male,Single
1009396,26AUG1981,,Fil2,01JAN2002,Female,Single
1009398,19FEB1963,,Fil1,01APR2002,Male,Married
1009399,26NOV1951,,Fil1,01MAR1993,Male,Married
1009402,22JUL1953,,Fil2,01AUG1996,Male,Married
1009404,05APR1964,,Fil1,01MAR1995,Male,Married
1009405,21MAY1962,,Fil2,01AUG2002,Female,Single
1009407,03SEP1950,DI.,Fil2,01DEC1995,Female,Single
1009408,25OCT1970,,Fil2,01NOV1996,Male,Married
1009411,20MAR1982,,Fil1,01JUL1997,Male,Single
1009412,17AUG1963,,Fil1,01MAY2003,Female,Married
1009414,11FEB1963,,Fil1,01APR1996,Female,Single
1009417,09JAN1930,,Fil1,01NOV1994,Male,Married
1009420,12DEC1958,,Fil4,01AUG2003,Female,Single
1009421,30OCT1957,,Fil4,01APR2002,Female,Single
1009422,06MAY1961,,Fil2,01MAY2000,Male,Divorce
1009423,26SEP1940,,Fil2,01JUN2001,Male,Married
1009425,19OCT1961,Ing.,Fil4,01NOV1993,Male,Single
1009426,13APR1958,,Fil1,01APR1995,Male,Single
1009429,07APR1961,,Fil2,01MAR1998,Male,Single
1009431,16MAR1966,,Fil1,01AUG2003,Female,Single
1009432,01FEB1981,,Fil2,01JUN1996,Female,Married
1009435,04AUG1954,,Fil4,01OCT2000,Male,Single
1009436,07OCT1955,Ing.,Fil1,01MAY1999,Male,Single
1009440,13FEB1960,,Fil2,01FEB2002,Female,Married
1009445,11JUN1951,Mag.,Fil1,01MAR2000,Male,Married
1009446,13AUG1961,,Fil3,01JAN1999,Male,Single
1009452,24DEC1949,,Fil4,01JUL1996,Female,Single
1009453,12AUG1959,,Fil2,01AUG1996,Male,Single
1009454,14APR1947,,Fil3,01JUL1996,Male,Single
1009455,22OCT1964,,Fil4,,Male,Single
1009460,14SEP1955,,Fil2,01JAN1994,Female,Married
1009461,10NOV1959,,Fil2,01FEB1997,Male,Married
1009463,06OCT1949,,Fil1,01APR2002,Male,Married
1009465,20OCT1967,,Fil2,01JUN2000,Male,Divorce
1009469,12FEB1954,,Fil1,01MAY1978,Male,Single
1009471,29SEP1944,,Fil4,01MAR2001,Female,Married
1009472,23MAY1955,,Fil1,01OCT2000,Male,Married
1009475,12JUL1943,,Fil1,01APR2002,Male,Married
1009476,04MAR1961,,Fil4,01AUG1999,Male,Single
1009480,30APR1972,,Fil4,01AUG1996,Female,Single
1009481,09FEB1949,Ing.,Fil1,01OCT1993,Female,Married
1009482,25APR1958,,Fil1,01JUL1995,Male,Married
1009484,,,Fil2,01MAR1992,Female,Married
1009485,19SEP1959,Ing.,Fil1,01FEB1998,Female,Married
1009487,08SEP1954,,Fil4,01MAR2000,Male,Single
1009489,13JUN1963,,Fil1,01OCT1995,Male,Single
1009490,02MAY1974,,Fil1,01APR2000,Male,Married
1009492,27MAR1952,,Fil4,01APR1995,Female,Single
1009499,21DEC1963,Ing.,Fil4,01APR2000,Male,Divorce
1009500,26MAR1960,,Fil2,01FEB2000,Male,Single
1009502,29SEP1949,,Fil2,01SEP1999,Male,Single
1009503,07DEC1960,,Fil2,01AUG1994,Male,Married
1009504,21APR1957,,Fil2,01MAR1998,Female,Married
1009505,23SEP1957,,Fil2,01DEC1976,Male,Single
1009506,04JAN1971,Mag.,Fil1,01APR1998,Male,Single
1009508,21JUL1958,,Fil2,01APR1998,Male,Single
1009510,02APR1951,,Fil1,01NOV1983,Male,Married
1009512,11FEB1936,,Fil4,01OCT2000,Male,Married
1009513,03DEC1948,,Fil2,01OCT1999,Female,Single
1009514,20FEB1961,Ing.,Fil1,01DEC2000,Male,Married
1009515,14OCT1958,,Fil2,01OCT1999,Male,Married
1009517,26APR1955,,Fil2,01OCT1990,Female,Single
1009519,11JUL1966,,Fil1,01MAY2000,Male,Married
1009520,12DEC1951,,Fil2,01MAY1997,Male,Single
1009521,06DEC1972,,Fil2,01AUG1999,Male,Married
1009523,01MAY1960,DI.,Fil4,01SEP1993,Female,Single
1009525,25AUG1961,,Fil2,01JUN1998,Male,Single
1009532,14SEP1969,,Fil4,01SEP1998,Female,Divorce
1009533,13NOV1970,,Fil1,01OCT1999,Female,Married
1009534,15DEC1965,DI.,Fil2,01NOV2001,Male,Single
1009538,27JUN1971,,Fil2,01MAR1999,Male,Single
1009539,30APR1958,,Fil2,01APR1995,Female,Married
1009540,08SEP1945,Ing.,Fil4,01MAR1979,Male,Single
1009541,06JUN1958,Ing.,Fil1,01JUN2002,Male,Married
1009545,07MAY1975,Ing.,Fil4,01DEC1992,Male,Single
1009548,11JUN1961,,Fil4,01JAN2001,Male,Married
1009549,01NOV1952,,Fil2,01FEB2001,Male,Single
1009550,21JAN1965,,Fil1,01FEB2003,Female,Married
1009551,15APR1962,,Fil4,01JAN1996,Female,Married
1009552,05APR1956,,Fil2,01JAN1999,Male,Single
1009553,27APR1943,Ing.,Fil2,01AUG1999,Male,Single
1009554,01MAR1954,Mag.,Fil1,01JUN2002,Male,Single
1009555,01APR1965,,Fil2,01AUG2002,Male,Married
1009556,01APR1956,,Fil1,01FEB1995,Female,Divorce
1009559,10JUN1950,,Fil2,01APR1996,Male,Married
1009560,10FEB1948,,Fil3,01MAY2001,Male,Single
1009561,20DEC1955,,Fil2,01FEB2000,Male,Single
1009562,11MAR1969,,Fil1,01FEB1996,Female,Single
1009563,05OCT1952,,Fil4,01JUL1994,Male,Single
1009564,16APR1967,,Fil2,01MAY1999,Male,Married
1009566,23APR1965,,Fil1,01JAN1999,Male,Married
1009567,02APR1965,Ing.,Fil3,01JUN1999,Male,Single
1009568,12DEC1952,,Fil2,01AUG2000,Male,Married
1009573,07OCT1954,,Fil1,01DEC1992,Female,Divorce
1009574,01JAN1959,,Fil2,01APR2001,Male,Single
1009575,29SEP1964,,Fil4,01SEP1994,Male,Married
1009576,14APR1959,Mag.,Fil2,01AUG1999,Female,Married
1009577,31MAY1955,,Fil2,01JAN2002,Female,Single
1009579,25MAY1956,,Fil4,01APR1997,Male,Single
1009580,23JUN1964,,Fil4,01SEP1998,Male,Married
1009581,08JUN1946,Mag.,Fil4,01AUG2000,Male,Single
1009582,09APR1942,,Fil2,01NOV1993,Male,Single
1009585,14JAN1944,,Fil2,01MAR1995,Male,Married
1009586,,Ing.,Fil4,01DEC1999,Male,Married
1009588,,Ing.,Fil2,01APR1995,Male,Married
1009589,09DEC1957,,Fil2,01NOV2000,Female,Single
1009591,02JAN1955,,Fil1,01JUL2002,Male,Married
1009594,10SEP1962,Dr.,Fil4,01FEB1997,Female,Married
1009595,20APR1947,,Fil2,01DEC1996,Male,Single
1009596,15JAN1950,Dr.,Fil4,01DEC1997,Male,Married
1009597,04JUL1958,,Fil2,01MAR2003,Female,Married
1009599,27APR1960,,Fil2,01FEB2000,Female,Married
1009600,12OCT1941,,Fil1,01FEB2003,Male,Married
1009601,13MAY1969,,Fil1,01NOV1989,Male,Married
1009604,12APR1959,,Fil2,01JAN1997,Male,Single
1009605,26APR1946,,Fil2,01AUG2001,Male,Married
1009606,11NOV1948,,Fil2,01OCT1994,Female,Married
1009607,26MAY1943,,Fil2,01FEB2002,Female,Married
1009608,08MAR1960,,Fil2,01OCT1995,Male,Married
1009611,15MAY1955,,Fil2,01FEB1999,Male,Single
1009616,21JAN1935,,Fil1,01FEB1996,Male,Single
1009617,14JUN1948,,Fil2,01APR1998,Female,Married
1009618,05APR1968,DI.,Fil2,01SEP2001,Male,Single
1009619,29APR1965,,Fil4,01DEC2002,Female,Single
1009623,19MAR1949,,Fil2,01AUG1998,Male,Married
1009625,08DEC1977,,Fil2,,Male,Single
1009626,13MAR1954,,Fil2,01FEB1999,Male,Single
1009629,01MAY1966,,Fil2,01FEB2002,Male,Married
1009634,08JUL1945,,Fil1,01SEP1995,Male,Single
1009636,21FEB1941,,Fil4,01OCT2003,Female,Single
1009637,17NOV1969,,Fil1,01MAY1995,Female,Married
1009638,27OCT1953,,Fil2,01AUG2002,Female,Single
1009640,22AUG1953,,Fil2,01AUG2001,Male,Married
1009643,08OCT1969,,Fil4,01FEB2002,Male,Married
1009644,21DEC1955,,Fil2,01JAN1994,Male,Single
1009648,03APR1959,,Fil2,01OCT1996,Female,Married
1009655,24JUN1954,,Fil2,01AUG1996,Male,Divorce
1009658,27SEP1967,,Fil2,01SEP1996,Male,Married
1009661,02SEP1971,,Fil1,01JUL1997,Male,Married
1009662,17FEB1954,Mag.,Fil4,01JUN1995,Male,Married
1009663,20JUN1960,,Fil4,01DEC1995,Male,Single
1009664,01SEP1962,,Fil3,01OCT2003,Male,Single
1009665,24FEB1973,,Fil4,01JUN2002,Male,Single
1009666,01OCT1963,,Fil2,01NOV1999,Male,Single
1009667,17DEC1955,,Fil2,01OCT1995,Male,Single
1009668,14MAY1981,,Fil1,01SEP1989,Male,Married
1009669,19FEB1932,,Fil1,01OCT2003,Female,Single
1009672,03OCT1964,,Fil1,01JUL1997,Male,Married
1009674,01APR1958,,Fil2,,Female,Married
1009675,24MAY1960,,Fil2,01JUN1996,Male,Single
1009676,03NOV1955,,Fil4,01APR1999,Female,Married
1009677,09OCT1955,,Fil4,01FEB1999,Male,Divorce
1009678,19JAN1959,,Fil4,01AUG1999,Female,Married
1009681,02FEB1983,DI.,Fil1,01NOV1992,Male,Single
1009682,29JUL1953,Ing.,Fil2,01MAR2003,Female,Single
1009684,01OCT1965,,Fil3,01NOV1996,Female,Single
1009686,09JUL1957,DI.,Fil2,01AUG1998,Male,Married
1009687,20JUL1958,,Fil2,01JUL2001,Male,Married
1009688,25SEP1938,,Fil2,01AUG2003,Female,Divorce
1009689,03OCT1933,,Fil2,01MAR1996,Female,Single
1009691,19MAY1942,Ing.,Fil2,01AUG1972,Male,Married
1009692,26OCT1959,,Fil1,01OCT1992,Male,Single
1009693,13FEB1967,,Fil2,01OCT2003,Male,Married
1009694,05SEP1953,,Fil3,01DEC2003,Male,Single
1009695,15JAN1953,,Fil4,01MAR1996,Male,Single
1009697,30MAY1970,,Fil1,01FEB1996,Male,Married
1009699,26OCT1943,,Fil4,01MAY1999,Male,Married
1009701,28OCT1954,,Fil1,01OCT2003,Male,Married
1009702,20JAN1949,,Fil2,01JAN2000,Male,Single
1009703,18SEP1952,,Fil4,01DEC1988,Male,Married
1009705,04APR1966,,Fil2,01DEC2000,Male,Married
1009706,10JUL1955,,Fil4,01JAN1999,Male,Married
1009707,05NOV1950,,Fil2,01APR2000,Male,Married
1009711,22FEB1960,,Fil4,01APR1999,Male,Married
1009713,06JUL1965,,Fil2,01JAN1997,Male,Married
1009715,02JUN1953,Ing.,Fil4,01NOV1997,Female,Single
1009717,28FEB1944,,Fil3,01MAR2002,Male,Married
1009720,29JUN1951,,Fil2,01APR1999,Male,Single
1009722,13JUL1959,,Fil2,01OCT1995,Male,Married
1009725,09APR1938,,Fil2,01NOV2003,Male,Single
1009726,06NOV1946,,Fil2,01JAN2002,Male,Divorce
1009727,20JUN1962,,Fil4,01JUN1998,Male,Married
1009730,30MAY1956,Ing.,Fil2,01JAN1999,Male,Single
1009732,30OCT1959,Mag.,Fil4,01JUN1999,Male,Married
1009733,13AUG1945,,Fil4,01MAY1999,Female,Single
1009734,21JAN1955,,Fil2,01OCT1999,Female,Divorce
1009736,19JUL1950,,Fil3,01JAN1991,Male,Married
1009740,23JUL1965,,Fil2,01FEB2003,Male,Married
1009741,06JUL1956,,Fil4,01FEB2000,Male,Divorce
1009742,30JUN1978,,Fil2,01OCT1999,Male,Married
1009743,24JUN1972,,Fil1,01JUN1996,Male,Married
1009744,05JUL1948,,Fil1,01DEC1996,Female,Married
1009749,19FEB1965,,Fil1,01APR1995,Female,Married
1009750,18APR1948,,Fil1,01JUN1999,Male,Single
1009751,12FEB1947,,Fil1,01MAR1995,Male,Divorce
1009752,03APR1950,,Fil2,01DEC2003,Male,Married
1009753,19MAR1967,,Fil3,01APR2003,Female,Single
1009755,23MAY1946,,Fil2,01MAR1996,Male,Married
1009756,18JUL1949,,Fil1,01OCT1998,Female,Married
1009758,25NOV1969,,Fil4,01FEB1996,Male,Divorce
1009759,06SEP1946,,Fil2,01FEB1999,Male,Married
1009761,23MAY1955,,Fil4,01JUL1986,Female,Married
1009763,22AUG1957,,Fil2,01FEB1988,Female,Divorce
1009766,31DEC1966,,Fil1,01JAN1996,Male,Married
1009771,08MAR1953,,Fil1,01AUG1999,Male,Married
1009772,,,Fil2,01MAR1998,Male,Single
1009774,08MAY1948,,Fil1,01NOV1992,Male,Married
1009775,21OCT1968,,Fil4,01MAR1995,Male,Married
1009776,05MAR1950,,Fil2,01APR2001,Female,Married
1009779,12MAR1957,Dr.,Fil2,01FEB2000,Male,Divorce
1009785,15DEC1966,,Fil4,01JAN2000,Male,Single
1009786,26JUN1963,,Fil4,01MAY2003,Male,Married
1009787,16APR1949,,Fil4,01DEC1999,Male,Married
1009788,11MAR1958,,Fil4,01JUN2000,Female,Single
1009789,27SEP1953,,Fil2,01AUG1999,Male,Married
1009790,10JAN1974,,Fil1,01JAN1994,Male,Single
1009791,23APR1953,Mag.,Fil1,01AUG1996,Female,Single
1009792,15SEP1964,,Fil2,01MAR1998,Male,Married
1009793,17APR1957,Ing.,Fil2,01AUG1988,Male,Married
1009795,26JUN1964,,Fil1,01OCT1999,Male,Married
1009796,26NOV1972,,Fil1,01SEP1978,Male,Divorce
1009801,03MAR1967,,Fil2,01JUL1999,Male,Married
1009802,29JUL1947,,Fil4,01SEP1999,Female,Married
1009803,15JUN1954,,Fil2,01DEC2001,Male,Married
1009804,20DEC1961,,Fil4,01MAY2002,Male,Single
1009805,22SEP1957,,Fil2,01MAR1997,Female,Single
1009806,11JUN1950,DI.,Fil2,01MAR1999,Female,Married
1009808,19SEP1959,,Fil4,01DEC2000,Female,Divorce
1009812,07JUN1967,,Fil2,01MAR1995,Female,Married
1009814,02MAR1964,,Fil1,01JUL1998,Male,Single
1009815,27DEC1948,,Fil2,01JUN2003,Male,Married
1009816,17JUL1959,,Fil2,01MAY1995,Male,Divorce
1009817,20JUN1957,,Fil2,01JAN2002,Male,Married
1009818,27OCT1957,,Fil1,01OCT1999,Male,Single
1009819,30MAY1972,,Fil1,01SEP1999,Male,Married
1009820,20OCT1956,,Fil3,01FEB1996,Male,Married
1009822,09JAN1956,,Fil2,01SEP2000,Male,Single
1009828,06JUN1981,,Fil4,01JAN2001,Male,Married
1009833,14OCT1933,,Fil1,01JUN1982,Male,Single
1009836,26APR1935,,Fil4,01FEB1999,Male,Divorce
1009838,18MAY1938,Ing.,Fil2,01SEP1992,Female,Single
1009839,18MAY1958,Ing.,Fil1,01APR1996,Male,Married
1009840,04APR1944,Ing.,Fil2,01MAR1997,Male,Single
1009843,02JUN1964,,Fil4,01SEP1996,Male,Married
1009844,13SEP1963,,Fil2,01NOV1996,Male,Single
1009845,17OCT1955,,Fil1,01FEB2002,Male,Divorce
1009848,23JUL1958,,Fil1,01DEC1999,Male,Single
1009849,10MAY1959,,Fil4,01JAN2000,Male,Single
1009850,07MAR1957,,Fil1,01JUL1999,Male,Married
1009851,30MAY1945,,Fil1,01DEC1999,Female,Single
1009852,12MAY1960,,Fil3,01APR1995,Male,Single
1009853,26JUL1952,,Fil1,01MAR1991,Male,Single
1009854,29APR1958,,Fil2,01NOV1995,Male,Single
1009855,16MAY1959,,Fil4,01JUL1993,Male,Married
1009856,,,Fil1,01JUL1972,Male,Single
1009863,18OCT1962,,Fil1,01FEB1996,Male,Single
1009864,28JUL1939,,Fil1,01AUG1995,Female,Married
1009865,19MAR1951,,Fil2,01APR1997,Female,Married
1009866,29MAR1961,,Fil2,01JUL2003,Female,Divorce
1009867,21APR1968,,Fil4,01AUG2003,Male,Married
1009868,12FEB1954,,Fil2,01MAY1985,Male,Married
1009869,19MAR1967,,Fil3,01JUN2003,Female,Married
1009870,11JUL1943,Ing.,Fil2,01NOV1984,Male,Single
1009872,03JAN1961,,Fil3,01JUL1999,Male,Married
1009874,16AUG1956,,Fil1,01NOV1987,Male,Married
1009875,09AUG1946,,Fil4,01APR1997,Male,Single
1009876,01NOV1962,,Fil2,01JUN2003,Female,Single
1009877,10JAN1985,,Fil2,01NOV1997,Male,Married
1009878,15MAY1959,,Fil2,01JUL1999,Male,Married
1009879,06SEP1977,,Fil1,01AUG1996,Female,Married
1009883,05MAR1948,DI.,Fil1,01JUL1999,Female,Single
1009884,07AUG1960,Ing.,Fil2,01SEP1997,Female,Single
1009885,22APR1957,,Fil2,01JUL2002,Male,Married
1009890,17AUG1959,,Fil1,01JUL2002,Male,Divorce
1009891,16DEC1937,,Fil2,01FEB1998,Male,Married
1009894,27DEC1953,,Fil2,01OCT1996,Male,Married
1009898,11NOV1954,,Fil1,01MAY1995,Female,Married
1009899,02JUL1947,,Fil2,01JUL2000,Male,Single
1009900,14JUL1948,Ing.,Fil2,01FEB1999,Male,Married
1009903,26OCT1953,,Fil2,01AUG2003,Male,Single
1009906,,,Fil4,01JAN1999,Male,Single
1009910,27APR1951,,Fil2,01NOV1985,Male,Divorce
1009913,26AUG1958,,Fil2,01MAR1905,Female,Married
1009915,05OCT1969,,Fil2,01NOV1996,Male,Single
1009916,13JUL1957,Dr.,Fil1,01JAN1998,Male,Single
1009917,10NOV1958,,Fil2,01JUN1995,Male,Married
1009919,25MAR1965,,Fil1,01SEP1996,Male,Single
1009923,01APR1958,,Fil1,01JUL1997,Male,Single
1009924,18AUG1956,,Fil1,01OCT1999,Female,Married
1009927,27JAN1969,,Fil2,01MAY1997,Female,Married
1009931,04OCT1978,,Fil4,01DEC1993,Male,Married
1009934,18APR1974,,Fil2,01OCT1973,Male,Married
1009936,30JUL1964,,Fil4,01JUL1992,Female,Single
1009937,19NOV1960,Dr.,Fil3,01OCT1996,Male,Divorce
1009938,19APR1959,,Fil2,01APR1997,Male,Single
1009939,08FEB1947,,Fil2,01DEC2000,Male,Single
1009941,08AUG1957,,Fil2,01APR1993,Male,Single
1009943,20APR1950,,Fil2,01JUN1996,Male,Single
1009944,06JAN1949,,Fil1,01MAY2002,Male,Married
1009945,28APR1957,,Fil1,01MAY1999,Male,Divorce
1009949,15AUG1965,,Fil2,01SEP1997,Male,Single
1009951,18MAY1965,Ing.,Fil2,01FEB2003,Male,Married
1009952,03SEP1942,,Fil2,01AUG2003,Male,Married
1009954,01MAY1961,Mag.,Fil4,01JUL1998,Male,Married
1009957,08OCT1954,,Fil2,01JAN2002,Male,Married
1009958,23MAR1960,,Fil2,01MAY2003,Male,Single
1009959,11MAR1958,,Fil2,01MAY1905,Male,Married
1009961,12JUN1967,Ing.,Fil4,01MAR1999,Male,Married
1009962,08JAN1954,,Fil1,01JAN1999,Male,Married
1009965,16JAN1975,,Fil2,01JUL1997,Male,Married
1009966,05MAY1928,,Fil1,01MAR1995,Male,Married
1009968,29APR1964,,Fil2,01JAN1996,Male,Divorce
1009969,16JUL1954,,Fil2,01SEP1999,Female,Single
1009970,14DEC1971,,Fil4,01SEP1998,Male,Married
1009975,03AUG1968,,Fil4,01SEP1995,Female,Married
1009976,07JAN1959,,Fil2,01FEB2003,Female,Married
1009977,04AUG1961,,Fil4,01JUL1999,Male,Married
1009979,01APR1965,DI.,Fil2,01NOV2001,Male,Married
1009983,19FEB1953,,Fil1,01AUG1992,Female,Divorce
1009984,12APR1967,,Fil2,01MAY1996,Male,Single
1009985,14APR1961,Dr.,Fil2,01MAR2000,Male,Single
1009987,19JAN1952,,Fil3,01JUN1999,Male,Single
1009989,29MAY1974,,Fil2,01MAY1999,Female,Single
1009990,03AUG1960,Ing.,Fil1,01JAN1998,Male,Married
1009992,29JUL1939,Ing.,Fil4,01APR1996,Male,Divorce
1009993,14OCT1961,,Fil1,01SEP1999,Male,Single
1009996,24APR1948,,Fil1,01OCT1977,Male,Married
1009999,05FEB1968,,Fil3,01JAN1986,Male,Married
1010000,03FEB1962,,Fil4,01SEP2000,Female,Married
1010001,13JUL1961,Dr.,Fil1,01MAR1996,Male,Single
1010003,02APR1939,Dr.,Fil3,01JAN1999,Male,Married
1010004,02SEP1944,Ing.,Fil2,01SEP1996,Male,Married
1010007,06MAR1934,,Fil2,01NOV1999,Male,Single
1010010,19DEC1960,Mag.,Fil3,01FEB1998,Male,Married
1010011,04JAN1980,Mag.,Fil1,01JAN2000,Male,Divorce
1010014,18JUN1952,,Fil4,01MAR1988,Female,Single
1010016,07AUG1970,,Fil2,01AUG2001,Male,Single
1010019,20NOV1963,,Fil2,01MAY2003,Female,Married
1010020,21JUL1964,,Fil2,01SEP2003,Male,Single
1010021,09JAN1971,DI.,Fil2,01FEB2003,Female,Married
1010022,27OCT1980,Ing.,Fil4,01OCT1995,Male,Single
1010024,16FEB1966,,Fil2,,Male,Married
1010025,10AUG1962,,Fil2,01APR2002,Male,Married
1010027,07JAN1985,,Fil2,01MAR1999,Male,Divorce
1010028,08SEP1968,,Fil2,01FEB1999,Male,Single
1010030,17OCT1965,,Fil1,01JAN1991,Male,Married
1010031,10JUL1970,,Fil4,01JAN1996,Female,Single
1010032,22OCT1948,,Fil2,01JUN1997,Male,Married
1010033,20SEP1967,,Fil2,01OCT1996,Male,Married
1010034,20NOV1962,,Fil1,01AUG2000,Female,Single
1010037,29NOV1960,,Fil3,01JUL1999,Female,Married
1010038,29JUL1959,,Fil4,01JAN2000,Female,Married
1010039,07AUG1971,,Fil4,01NOV2003,Male,Single
1010040,06APR1972,,Fil2,01APR1997,Female,Single
1010043,21SEP1976,,Fil4,01JAN1992,Male,Married
1010045,21MAR1947,,Fil2,01MAY1999,Male,Single
1010048,07SEP1955,,Fil2,01NOV2002,Male,Married
1010050,01OCT1959,,Fil1,01SEP2000,Female,Married
1010054,16MAR1959,,Fil2,01AUG1996,Female,Single
1010055,30DEC1940,,Fil3,01JUN1994,Male,Married
1010057,21JUL1954,,Fil4,01FEB1999,Female,Single
1010059,19AUG1958,,Fil2,01SEP1992,Male,Married
1010062,18JAN1958,,Fil4,01JUN2000,Female,Single
1010065,30OCT1941,,Fil4,01NOV2000,Male,Married
1010070,,,Fil1,01JUL1999,Male,Single
1010071,08MAY1966,Ing.,Fil2,01SEP2001,Male,Single
1010072,09JAN1945,Mag.,Fil2,01OCT2000,Female,Divorce
1010073,20JUL1962,,Fil2,01AUG2002,Female,Married
1010075,11JAN1966,,Fil2,01FEB1997,Male,Single
1010077,23OCT1981,,Fil2,01APR1996,Male,Single
1010084,16MAR1959,,Fil2,01AUG1989,Male,Married
1010086,29OCT1959,,Fil2,01MAR1998,Female,Married
1010091,22FEB1974,,Fil2,01JUL1995,Male,Divorce
1010092,19SEP1965,,Fil2,01APR2000,Male,Married
1010096,13MAR1957,,Fil4,01JUL2001,Female,Single
1010099,10DEC1974,,Fil2,01JAN1995,Male,Married
1010100,15SEP1951,,Fil2,01AUG1996,Male,Married
1010104,13MAY1979,,Fil2,01FEB2003,Male,Married
1010106,08OCT1952,,Fil1,01MAY2000,Male,Married
1010107,26FEB1963,,Fil1,01APR2001,Male,Married
1010108,17MAY1965,,Fil1,01AUG1980,Male,Married
1010110,16NOV1971,,Fil2,,Male,Single
1010111,29JUN1953,,Fil1,01FEB2000,Male,Married
1010113,21MAY1960,,Fil2,01SEP1999,Female,Single
1010114,19AUG1959,Ing.,Fil4,01JAN1997,Male,Married
1010115,15NOV1959,,Fil4,01OCT1996,Female,Married
1010116,14JUN1960,,Fil1,01SEP1996,Male,Married
1010117,25JUL1965,,Fil2,01FEB1999,Male,Married
