LeasingID,CustID,StartDate,EndDate,Value,AnnualRate
7910,1011192,06MAY2008:00:00:00,10DEC2016:00:00:00,772842,217.26814199
10304,1014789,06MAY2008:00:00:00,05APR2022:00:00:00,681386,38.632841575
16351,1024295,06MAY2008:00:00:00,12FEB2024:00:00:00,948055,217.26814199
16616,1024732,06MAY2008:00:00:00,22APR2018:00:00:00,780896,197.86186056
16893,1025164,06MAY2008:00:00:00,12JUN2024:00:00:00,511313,51.108308204
17614,1026325,06MAY2008:00:00:00,01OCT2015:00:00:00,927034,236.67442341
1277,1000441,07MAY2008:00:00:00,27DEC2017:00:00:00,131348,90.613952529
2603,1002575,07MAY2008:00:00:00,27DEC2009:00:00:00,384025,143.80150517
4576,1005797,07MAY2008:00:00:00,26MAR2012:00:00:00,679806,69.128426668
7365,1010318,07MAY2008:00:00:00,08SEP2008:00:00:00,370543,93.899638655
7684,1010814,07MAY2008:00:00:00,11NOV2024:00:00:00,966533,175.68325322
8191,1011618,07MAY2008:00:00:00,23MAR2018:00:00:00,232331,214.49581607
9732,1013904,07MAY2008:00:00:00,18DEC2014:00:00:00,956979,235.28826045
9855,1014107,07MAY2008:00:00:00,27JUL2025:00:00:00,596248,167.36627547
10759,1015486,07MAY2008:00:00:00,26AUG2025:00:00:00,15446,115.56488579
13474,1019693,07MAY2008:00:00:00,17APR2018:00:00:00,2817,90.613952529
17172,1025634,07MAY2008:00:00:00,14JUL2025:00:00:00,122784,206.17883832
17187,1025645,07MAY2008:00:00:00,04MAY2024:00:00:00,360288,78.831567379
22033,1033359,07MAY2008:00:00:00,15DEC2008:00:00:00,91092,181.22790506
22458,1034063,07MAY2008:00:00:00,08MAR2021:00:00:00,766981,105.86174508
1193,1000305,08MAY2008:00:00:00,14MAR2020:00:00:00,858658,189.54488281
1336,1000555,08MAY2008:00:00:00,06NOV2010:00:00:00,6680,181.22790506
3195,1003520,08MAY2008:00:00:00,22APR2014:00:00:00,93890,112.79255987
5735,1007843,08MAY2008:00:00:00,26MAY2019:00:00:00,921093,142.41534221
7828,1011051,08MAY2008:00:00:00,19SEP2023:00:00:00,357618,232.51593453
14301,1021009,08MAY2008:00:00:00,24FEB2018:00:00:00,748248,257.46686779
17961,1026889,08MAY2008:00:00:00,04SEP2024:00:00:00,276534,238.06058637
18894,1028408,08MAY2008:00:00:00,08AUG2023:00:00:00,277023,67.742263709
20805,1031449,08MAY2008:00:00:00,06JUL2008:00:00:00,652810,129.93987558
21162,1032019,08MAY2008:00:00:00,14JAN2017:00:00:00,368100,71.207671106
21502,1032547,08MAY2008:00:00:00,17OCT2016:00:00:00,427108,156.2769718
22376,1033932,08MAY2008:00:00:00,23APR2018:00:00:00,514514,98.930930281
24028,1036490,08MAY2008:00:00:00,24APR2013:00:00:00,900046,147.95999405
1148,1000226,09MAY2008:00:00:00,24AUG2017:00:00:00,754652,132.7122015
1632,1001027,09MAY2008:00:00:00,08AUG2016:00:00:00,930508,246.37756412
2051,1001687,09MAY2008:00:00:00,28SEP2014:00:00:00,678995,102.39633768
2565,1002516,09MAY2008:00:00:00,03JUN2011:00:00:00,646342,156.2769718
5385,1007245,09MAY2008:00:00:00,30JAN2014:00:00:00,122814,108.63407099
13643,1019959,09MAY2008:00:00:00,17APR2021:00:00:00,202936,105.1686636
19741,1029821,09MAY2008:00:00:00,21JUN2020:00:00:00,648065,92.513475696
19949,1030148,09MAY2008:00:00:00,14JUN2019:00:00:00,44458,85.762382173
21994,1033296,09MAY2008:00:00:00,30MAR2019:00:00:00,485419,80.739691748
22200,1033622,09MAY2008:00:00:00,07OCT2020:00:00:00,832176,150.73231996
24182,1036718,09MAY2008:00:00:00,23JUN2021:00:00:00,525290,163.20778659
3980,1004822,10MAY2008:00:00:00,20JUL2016:00:00:00,713803,218.65430494
5671,1007725,10MAY2008:00:00:00,31OCT2010:00:00:00,741271,92.000115487
6293,1008672,10MAY2008:00:00:00,28FEB2026:00:00:00,168749,195.08953464
6933,1009643,10MAY2008:00:00:00,26JAN2011:00:00:00,476078,0
8443,1011983,10MAY2008:00:00:00,15OCT2010:00:00:00,307332,45.383935098
17276,1025784,10MAY2008:00:00:00,21APR2009:00:00:00,436521,177.06941618
19273,1029004,10MAY2008:00:00:00,11NOV2018:00:00:00,789683,188.15871985
23923,1036312,10MAY2008:00:00:00,28MAY2021:00:00:00,623735,233.90209749
5398,1007273,11MAY2008:00:00:00,24JAN2009:00:00:00,341406,160.43546068
6600,1009135,11MAY2008:00:00:00,02MAY2011:00:00:00,222886,254.69454187
6739,1009368,11MAY2008:00:00:00,16APR2018:00:00:00,439407,116.07824599
7048,1009806,11MAY2008:00:00:00,04JAN2013:00:00:00,795391,218.65430494
8320,1011811,11MAY2008:00:00:00,20OCT2021:00:00:00,514259,171.52476435
8711,1012385,11MAY2008:00:00:00,19FEB2021:00:00:00,128370,181.22790506
9074,1012943,11MAY2008:00:00:00,20NOV2021:00:00:00,540254,38.632841575
9813,1014038,11MAY2008:00:00:00,10APR2011:00:00:00,835892,174.29709026
11983,1017299,11MAY2008:00:00:00,05NOV2024:00:00:00,921951,208.95116423
19646,1029651,11MAY2008:00:00:00,19APR2014:00:00:00,62092,54.573715601
21421,1032413,11MAY2008:00:00:00,02NOV2022:00:00:00,194049,179.8417421
23077,1035010,11MAY2008:00:00:00,06MAR2024:00:00:00,794345,213.10965311
24967,1037938,11MAY2008:00:00:00,24MAR2018:00:00:00,539144,145.18766813
2316,1002139,12MAY2008:00:00:00,17APR2019:00:00:00,682196,80.910811817
3774,1004450,12MAY2008:00:00:00,02DEC2019:00:00:00,900838,98.930930281
8047,1011401,12MAY2008:00:00:00,11MAR2016:00:00:00,98147,153.50464588
8898,1012661,12MAY2008:00:00:00,24APR2016:00:00:00,363310,139.64301629
21449,1032465,12MAY2008:00:00:00,22NOV2016:00:00:00,234594,181.22790506
22112,1033480,12MAY2008:00:00:00,25JAN2012:00:00:00,509340,225.58511974
23952,1036355,12MAY2008:00:00:00,09OCT2009:00:00:00,93175,225.58511974
25649,1038958,12MAY2008:00:00:00,27SEP2018:00:00:00,587329,56.250812809
1234,1000370,13MAY2008:00:00:00,21JUN2024:00:00:00,652517,190.93104577
1429,1000723,13MAY2008:00:00:00,31JUL2019:00:00:00,518273,196.4756976
4140,1005072,13MAY2008:00:00:00,26MAR2021:00:00:00,-8491,98.237848802
5573,1007569,13MAY2008:00:00:00,19SEP2019:00:00:00,217666,247.76372708
7357,1010309,13MAY2008:00:00:00,22NOV2023:00:00:00,58327,200.63418648
7585,1010660,13MAY2008:00:00:00,25SEP2023:00:00:00,825243,208.95116423
9614,1013718,13MAY2008:00:00:00,03SEP2023:00:00:00,805604,124.39522375
11742,1016939,13MAY2008:00:00:00,28MAR2010:00:00:00,172750,128.55371262
11865,1017129,13MAY2008:00:00:00,17MAR2011:00:00:00,14987,200.63418648
12306,1017820,13MAY2008:00:00:00,05AUG2017:00:00:00,906893,90.613952529
15173,1022397,13MAY2008:00:00:00,01APR2021:00:00:00,409189,190.93104577
15759,1023361,13MAY2008:00:00:00,18FEB2018:00:00:00,799172,214.49581607
16615,1024731,13MAY2008:00:00:00,05MAR2020:00:00:00,278109,214.49581607
21540,1032596,13MAY2008:00:00:00,17FEB2015:00:00:00,714952,192.31720873
1659,1001071,14MAY2008:00:00:00,20JAN2024:00:00:00,434372,94.079359926
3088,1003351,14MAY2008:00:00:00,23DEC2010:00:00:00,822492,164.59394955
5796,1007951,14MAY2008:00:00:00,07MAR2017:00:00:00,254628,236.67442341
7795,1010988,14MAY2008:00:00:00,11OCT2023:00:00:00,282076,102.21661641
15375,1022731,14MAY2008:00:00:00,19NOV2025:00:00:00,222322,154.89080884
17561,1026234,14MAY2008:00:00:00,11MAR2017:00:00:00,813088,124.57494502
21048,1031831,14MAY2008:00:00:00,25FEB2016:00:00:00,87626,136.87069038
21428,1032425,14MAY2008:00:00:00,19MAR2010:00:00:00,762987,179.8417421
22474,1034082,14MAY2008:00:00:00,14FEB2010:00:00:00,212719,58.099030088
24824,1037735,14MAY2008:00:00:00,02NOV2024:00:00:00,671217,75.366159982
26106,1039620,14MAY2008:00:00:00,10JAN2015:00:00:00,536977,171.52476435
2904,1003056,15MAY2008:00:00:00,02MAR2009:00:00:00,766166,96.851685843
7384,1010351,15MAY2008:00:00:00,25NOV2012:00:00:00,891053,193.70337169
8817,1012544,15MAY2008:00:00:00,01MAR2020:00:00:00,309225,110.02023395
15983,1023709,15MAY2008:00:00:00,26JUL2020:00:00:00,198948,95.465522884
20658,1031234,15MAY2008:00:00:00,21DEC2021:00:00:00,7904,185.38639393
25495,1038738,15MAY2008:00:00:00,05JAN2016:00:00:00,844449,206.17883832
2343,1002172,16MAY2008:00:00:00,21NOV2011:00:00:00,964981,106.55482655
2444,1002331,16MAY2008:00:00:00,07APR2025:00:00:00,626741,94.772441405
8272,1011750,16MAY2008:00:00:00,10AUG2020:00:00:00,686786,193.70337169
8587,1012200,16MAY2008:00:00:00,23SEP2016:00:00:00,463078,107.24790803
9957,1014259,16MAY2008:00:00:00,05SEP2016:00:00:00,26558,105.1686636
12170,1017599,16MAY2008:00:00:00,24NOV2009:00:00:00,665363,106.37510528
14643,1021556,16MAY2008:00:00:00,30MAR2013:00:00:00,195948,163.20778659
15019,1022168,16MAY2008:00:00:00,27FEB2021:00:00:00,336239,213.10965311
18262,1027374,16MAY2008:00:00:00,09MAR2024:00:00:00,342800,92.000115487
20421,1030886,16MAY2008:00:00:00,14APR2017:00:00:00,375247,220.0404679
22130,1033520,16MAY2008:00:00:00,26MAY2019:00:00:00,591013,204.79267536
24041,1036513,16MAY2008:00:00:00,17AUG2015:00:00:00,666448,186.77255689
24581,1037374,16MAY2008:00:00:00,27FEB2016:00:00:00,819061,143.80150517
1796,1001268,17MAY2008:00:00:00,10SEP2011:00:00:00,455977,46.949819327
5620,1007653,17MAY2008:00:00:00,27FEB2019:00:00:00,-1523,168.75243843
6477,1008955,17MAY2008:00:00:00,03JAN2023:00:00:00,914771,85.069300694
9329,1013318,17MAY2008:00:00:00,20MAY2023:00:00:00,44627,54.573715601
15792,1023403,17MAY2008:00:00:00,16JUL2014:00:00:00,25263,83.683137735
20681,1031270,17MAY2008:00:00:00,25JAN2025:00:00:00,289121,139.64301629
20900,1031601,17MAY2008:00:00:00,02MAY2017:00:00:00,603231,208.95116423
23374,1035459,17MAY2008:00:00:00,20DEC2022:00:00:00,20162,247.76372708
23709,1035977,17MAY2008:00:00:00,26JUN2021:00:00:00,538100,80.910811817
23873,1036242,17MAY2008:00:00:00,27DEC2023:00:00:00,896506,107.76126824
25478,1038706,17MAY2008:00:00:00,21DEC2021:00:00:00,978189,75.195039913
25947,1039388,17MAY2008:00:00:00,28NOV2021:00:00:00,479940,200.63418648
2930,1003089,18MAY2008:00:00:00,09FEB2022:00:00:00,311027,86.455463652
4667,1005965,18MAY2008:00:00:00,29JAN2018:00:00:00,792615,43.48441193
8881,1012642,18MAY2008:00:00:00,18JAN2019:00:00:00,515166,211.72349015
12370,1017911,18MAY2008:00:00:00,31JAN2026:00:00:00,337248,64.969937791
12582,1018236,18MAY2008:00:00:00,02JAN2018:00:00:00,979908,136.87069038
13575,1019856,18MAY2008:00:00:00,12OCT2009:00:00:00,155700,164.59394955
16815,1025031,18MAY2008:00:00:00,10SEP2008:00:00:00,253872,200.63418648
17169,1025630,18MAY2008:00:00:00,13JUN2024:00:00:00,189471,193.70337169
17401,1025973,18MAY2008:00:00:00,20JAN2009:00:00:00,505477,199.24802352
19162,1028854,18MAY2008:00:00:00,11JAN2014:00:00:00,459841,152.11848292
21837,1033048,18MAY2008:00:00:00,01AUG2009:00:00:00,896839,170.13860139
22255,1033710,18MAY2008:00:00:00,23OCT2016:00:00:00,191476,89.920871049
22596,1034279,18MAY2008:00:00:00,01AUG2012:00:00:00,677116,73.979997023
1209,1000331,19MAY2008:00:00:00,06MAY2017:00:00:00,737592,65.663019271
2089,1001747,19MAY2008:00:00:00,26OCT2011:00:00:00,844988,63.583774833
3912,1004679,19MAY2008:00:00:00,13MAR2024:00:00:00,840239,184.00023097
10798,1015548,19MAY2008:00:00:00,21NOV2024:00:00:00,89123,78.1384859
11223,1016169,19MAY2008:00:00:00,10FEB2017:00:00:00,795641,182.61406802
15879,1023540,19MAY2008:00:00:00,03NOV2023:00:00:00,274290,206.17883832
18902,1028421,19MAY2008:00:00:00,10NOV2008:00:00:00,69083,179.8417421
22440,1034038,19MAY2008:00:00:00,17JUL2016:00:00:00,376709,174.29709026
22641,1034363,19MAY2008:00:00:00,17JUL2019:00:00:00,150828,82.296974776
22846,1034661,19MAY2008:00:00:00,30APR2026:00:00:00,435345,193.70337169
23039,1034951,19MAY2008:00:00:00,28APR2023:00:00:00,958021,261.62535667
24835,1037753,19MAY2008:00:00:00,19MAR2018:00:00:00,398491,185.38639393
2028,1001651,20MAY2008:00:00:00,21MAY2014:00:00:00,847568,177.06941618
3385,1003836,20MAY2008:00:00:00,21MAR2021:00:00:00,641609,72.593834065
3833,1004557,20MAY2008:00:00:00,08FEB2025:00:00:00,871374,78.831567379
5155,1006817,20MAY2008:00:00:00,28NOV2025:00:00:00,855001,257.46686779
11444,1016475,20MAY2008:00:00:00,19MAY2019:00:00:00,384358,60.871356005
11922,1017200,20MAY2008:00:00:00,28DEC2016:00:00:00,677282,93.386278446
11928,1017207,20MAY2008:00:00:00,27JUN2011:00:00:00,663140,185.38639393
12799,1018579,20MAY2008:00:00:00,20AUG2024:00:00:00,352334,110.02023395
2069,1001711,21MAY2008:00:00:00,19OCT2019:00:00:00,210890,64.276856312
11140,1016062,21MAY2008:00:00:00,14OCT2018:00:00:00,703381,131.32603854
16421,1024410,21MAY2008:00:00:00,17JUL2020:00:00:00,463665,167.36627547
17210,1025680,21MAY2008:00:00:00,20MAY2017:00:00:00,837660,50.415226724
17535,1026190,21MAY2008:00:00:00,25FEB2022:00:00:00,234376,177.06941618
22242,1033692,21MAY2008:00:00:00,30OCT2017:00:00:00,566619,189.54488281
22813,1034620,21MAY2008:00:00:00,22JUN2012:00:00:00,70776,106.55482655
23571,1035750,21MAY2008:00:00:00,25FEB2013:00:00:00,229206,163.20778659
2281,1002080,22MAY2008:00:00:00,12DEC2009:00:00:00,241086,200.63418648
13361,1019513,22MAY2008:00:00:00,26JUL2024:00:00:00,592648,84.196497943
13833,1020265,22MAY2008:00:00:00,02DEC2009:00:00:00,281893,150.73231996
14674,1021622,22MAY2008:00:00:00,01DEC2016:00:00:00,858961,108.63407099
17267,1025764,22MAY2008:00:00:00,16SEP2018:00:00:00,836495,104.47558212
18825,1028306,22MAY2008:00:00:00,13JUN2016:00:00:00,627314,142.59506348
19780,1029894,22MAY2008:00:00:00,15SEP2015:00:00:00,930518,114.87180431
19880,1030053,22MAY2008:00:00:00,27OCT2021:00:00:00,383422,101.7032562
21448,1032463,22MAY2008:00:00:00,23MAR2025:00:00:00,492989,196.4756976
24545,1037310,22MAY2008:00:00:00,25AUG2016:00:00:00,148413,92.000115487
7238,1010117,23MAY2008:00:00:00,08JUN2013:00:00:00,184759,85.762382173
11885,1017158,23MAY2008:00:00:00,28NOV2012:00:00:00,818756,182.61406802
14423,1021208,23MAY2008:00:00:00,19NOV2016:00:00:00,458199,127.16754967
15787,1023400,23MAY2008:00:00:00,19APR2016:00:00:00,628143,108.63407099
16082,1023860,23MAY2008:00:00:00,11JAN2011:00:00:00,729207,152.11848292
16128,1023924,23MAY2008:00:00:00,28MAY2011:00:00:00,707593,80.910811817
19034,1028651,23MAY2008:00:00:00,08NOV2019:00:00:00,235883,213.10965311
21693,1032816,23MAY2008:00:00:00,20OCT2016:00:00:00,192573,236.67442341
22394,1033963,23MAY2008:00:00:00,14NOV2013:00:00:00,41314,129.93987558
23428,1035538,23MAY2008:00:00:00,27NOV2017:00:00:00,245291,179.8417421
3170,1003487,24MAY2008:00:00:00,22APR2019:00:00:00,75040,76.059241462
5252,1007001,24MAY2008:00:00:00,20NOV2016:00:00:00,507242,96.158604364
7115,1009906,24MAY2008:00:00:00,20JUL2021:00:00:00,489896,195.08953464
8527,1012113,24MAY2008:00:00:00,30JAN2021:00:00:00,897842,188.15871985
13358,1019509,24MAY2008:00:00:00,24JAN2016:00:00:00,732353,149.34615701
17411,1025990,24MAY2008:00:00:00,19JUN2008:00:00:00,713059,106.55482655
18474,1027727,24MAY2008:00:00:00,27OCT2013:00:00:00,600438,58.732204477
18908,1028429,24MAY2008:00:00:00,14JUN2016:00:00:00,744605,92.693196967
24896,1037832,24MAY2008:00:00:00,25JUN2012:00:00:00,577125,204.79267536
26044,1039542,24MAY2008:00:00:00,01AUG2025:00:00:00,515552,174.29709026
1215,1000336,25MAY2008:00:00:00,14AUG2023:00:00:00,746361,226.9712827
13144,1019144,25MAY2008:00:00:00,17MAR2013:00:00:00,139679,97.544767322
13235,1019300,25MAY2008:00:00:00,16NOV2020:00:00:00,255187,188.15871985
16999,1025340,25MAY2008:00:00:00,05JUL2013:00:00:00,910675,214.49581607
20709,1031313,25MAY2008:00:00:00,30JUN2016:00:00:00,452292,125.2680265
21040,1031819,25MAY2008:00:00:00,04JUN2020:00:00:00,416464,204.79267536
1231,1000365,26MAY2008:00:00:00,15JAN2010:00:00:00,569749,196.4756976
5641,1007679,26MAY2008:00:00:00,15APR2013:00:00:00,505877,154.89080884
6681,1009268,26MAY2008:00:00:00,03JUL2013:00:00:00,5090,91.307034008
7840,1011062,26MAY2008:00:00:00,05MAR2018:00:00:00,796136,167.36627547
8661,1012311,26MAY2008:00:00:00,24DEC2015:00:00:00,612841,146.57383109
11761,1016972,26MAY2008:00:00:00,26DEC2008:00:00:00,30918,89.920871049
13583,1019869,26MAY2008:00:00:00,26MAY2015:00:00:00,610390,220.0404679
16826,1025058,26MAY2008:00:00:00,06JAN2018:00:00:00,400100,75.879520191
18601,1027909,26MAY2008:00:00:00,09MAY2016:00:00:00,370196,146.57383109
20022,1030268,26MAY2008:00:00:00,08JUL2014:00:00:00,428683,243.6052382
21935,1033204,26MAY2008:00:00:00,01SEP2017:00:00:00,858425,104.47558212
22950,1034814,26MAY2008:00:00:00,29AUG2024:00:00:00,204251,114.17872283
2093,1001754,27MAY2008:00:00:00,17OCT2025:00:00:00,349522,62.197611874
2377,1002222,27MAY2008:00:00:00,01DEC2016:00:00:00,206700,185.38639393
3442,1003927,27MAY2008:00:00:00,18MAR2024:00:00:00,727024,107.24790803
9908,1014199,27MAY2008:00:00:00,03NOV2023:00:00:00,655325,110.53359416
13509,1019757,27MAY2008:00:00:00,26AUG2012:00:00:00,422569,103.60277937
13919,1020409,27MAY2008:00:00:00,18OCT2012:00:00:00,395290,70.112442397
14600,1021488,27MAY2008:00:00:00,19MAY2026:00:00:00,211193,222.81279382
15924,1023612,27MAY2008:00:00:00,10MAY2023:00:00:00,650046,110.71331543
22530,1034182,27MAY2008:00:00:00,20MAY2020:00:00:00,207709,185.38639393
23538,1035710,27MAY2008:00:00:00,22MAR2012:00:00:00,446540,96.671964572
24587,1037385,27MAY2008:00:00:00,20FEB2011:00:00:00,487646,97.544767322
26104,1039616,27MAY2008:00:00:00,16JUN2014:00:00:00,194261,206.17883832
1367,1000607,28MAY2008:00:00:00,16SEP2011:00:00:00,654642,214.49581607
1605,1000987,28MAY2008:00:00:00,31OCT2011:00:00:00,564943,112.79255987
2225,1001990,28MAY2008:00:00:00,05NOV2023:00:00:00,322958,165.98011251
3286,1003667,28MAY2008:00:00:00,22MAY2018:00:00:00,326373,127.16754967
4189,1005157,28MAY2008:00:00:00,12MAR2023:00:00:00,392002,58.099030088
5989,1008253,28MAY2008:00:00:00,25NOV2016:00:00:00,695981,159.04929772
7322,1010260,28MAY2008:00:00:00,01JUL2013:00:00:00,506375,94.079359926
8714,1012393,28MAY2008:00:00:00,24JUL2018:00:00:00,144847,153.50464588
9873,1014132,28MAY2008:00:00:00,16SEP2017:00:00:00,748678,240.83291228
11852,1017105,28MAY2008:00:00:00,22JUL2025:00:00:00,904000,214.49581607
15167,1022386,28MAY2008:00:00:00,18AUG2013:00:00:00,256686,120.23673487
23811,1036135,28MAY2008:00:00:00,27APR2020:00:00:00,946437,76.059241462
24674,1037522,28MAY2008:00:00:00,10APR2026:00:00:00,886992,203.4065124
4873,1006322,29MAY2008:00:00:00,07JUN2016:00:00:00,790294,105.1686636
7876,1011118,29MAY2008:00:00:00,25JUN2016:00:00:00,43026,200.63418648
14532,1021376,29MAY2008:00:00:00,07JUN2009:00:00:00,468225,243.6052382
16256,1024125,29MAY2008:00:00:00,21JUL2024:00:00:00,666067,184.00023097
19751,1029840,29MAY2008:00:00:00,04SEP2010:00:00:00,85016,143.80150517
21808,1033005,29MAY2008:00:00:00,28OCT2012:00:00:00,518946,157.66313476
2070,1001711,30MAY2008:00:00:00,28DEC2023:00:00:00,160555,64.276856312
2258,1002041,30MAY2008:00:00:00,16AUG2025:00:00:00,372435,285.19012697
4280,1005296,30MAY2008:00:00:00,29JUN2025:00:00:00,930523,96.671964572
4580,1005804,30MAY2008:00:00:00,22JAN2019:00:00:00,410590,107.94098951
6251,1008607,30MAY2008:00:00:00,04APR2021:00:00:00,530394,196.4756976
6533,1009034,30MAY2008:00:00:00,27JAN2012:00:00:00,484417,175.68325322
6884,1009566,30MAY2008:00:00:00,31JUL2014:00:00:00,288539,114.87180431
8514,1012095,30MAY2008:00:00:00,13MAR2023:00:00:00,712594,88.35498682
16769,1024949,30MAY2008:00:00:00,07JAN2026:00:00:00,505765,109.32715247
19130,1028799,30MAY2008:00:00:00,16FEB2009:00:00:00,477303,80.910811817
20235,1030592,30MAY2008:00:00:00,23MAY2026:00:00:00,771244,199.24802352
20560,1031097,30MAY2008:00:00:00,15JUN2016:00:00:00,93835,213.10965311
25396,1038593,30MAY2008:00:00:00,23NOV2017:00:00:00,68468,57.636975768
7336,1010276,31MAY2008:00:00:00,31MAY2010:00:00:00,623236,178.45557914
7974,1011288,31MAY2008:00:00:00,30APR2022:00:00:00,84590,246.37756412
8027,1011367,31MAY2008:00:00:00,11APR2026:00:00:00,796457,54.573715601
9721,1013888,31MAY2008:00:00:00,13NOV2020:00:00:00,6141,142.41534221
10351,1014876,31MAY2008:00:00:00,29JUL2021:00:00:00,316453,211.72349015
14266,1020944,31MAY2008:00:00:00,07JUL2016:00:00:00,225050,217.26814199
14782,1021785,31MAY2008:00:00:00,01APR2020:00:00:00,474244,116.25796727
15876,1023532,31MAY2008:00:00:00,01JAN2015:00:00:00,409502,152.11848292
16597,1024692,31MAY2008:00:00:00,15JAN2018:00:00:00,382785,95.465522884
17379,1025937,31MAY2008:00:00:00,09FEB2017:00:00:00,942666,62.197611874
17404,1025978,31MAY2008:00:00:00,31OCT2019:00:00:00,884991,71.900752585
25372,1038555,31MAY2008:00:00:00,16JAN2013:00:00:00,395514,218.65430494
3970,1004802,01JUN2008:00:00:00,24DEC2022:00:00:00,638691,239.44674933
4640,1005925,01JUN2008:00:00:00,29JAN2019:00:00:00,394649,218.65430494
5687,1007758,01JUN2008:00:00:00,10SEP2017:00:00:00,978224,97.544767322
10158,1014572,01JUN2008:00:00:00,05AUG2016:00:00:00,366163,196.4756976
10214,1014658,01JUN2008:00:00:00,19MAR2019:00:00:00,255123,64.276856312
10926,1015733,01JUN2008:00:00:00,08APR2016:00:00:00,964979,59.023138727
11694,1016870,01JUN2008:00:00:00,05SEP2016:00:00:00,764047,117.64413022
12761,1018518,01JUN2008:00:00:00,17FEB2009:00:00:00,201398,221.42663086
13898,1020378,01JUN2008:00:00:00,03JAN2021:00:00:00,349280,154.89080884
16428,1024422,01JUN2008:00:00:00,25OCT2010:00:00:00,31785,75.195039913
18852,1028339,01JUN2008:00:00:00,22NOV2017:00:00:00,839906,118.3372117
19494,1029404,01JUN2008:00:00:00,10JUL2009:00:00:00,136895,240.83291228
23209,1035215,01JUN2008:00:00:00,28JAN2018:00:00:00,517733,114.69208304
23339,1035404,01JUN2008:00:00:00,06JUL2014:00:00:00,728179,107.76126824
25028,1038036,01JUN2008:00:00:00,01OCT2010:00:00:00,985296,199.24802352
3066,1003324,02JUN2008:00:00:00,19DEC2016:00:00:00,970657,146.57383109
7439,1010432,02JUN2008:00:00:00,07MAR2020:00:00:00,301843,196.4756976
7667,1010789,02JUN2008:00:00:00,09JUL2016:00:00:00,526128,0
10420,1015001,02JUN2008:00:00:00,18JAN2010:00:00:00,586914,146.57383109
10971,1015800,02JUN2008:00:00:00,05AUG2025:00:00:00,413440,157.66313476
12278,1017781,02JUN2008:00:00:00,14FEB2025:00:00:00,793045,229.74360861
14584,1021458,02JUN2008:00:00:00,09OCT2022:00:00:00,64592,114.87180431
22759,1034547,02JUN2008:00:00:00,08JUN2013:00:00:00,703308,171.52476435
24716,1037591,02JUN2008:00:00:00,16DEC2017:00:00:00,431292,192.31720873
26319,1039936,02JUN2008:00:00:00,13APR2021:00:00:00,475428,59.485193047
3776,1004453,03JUN2008:00:00:00,30NOV2013:00:00:00,681046,228.35744566
4562,1005773,03JUN2008:00:00:00,24MAY2017:00:00:00,62183,185.38639393
7113,1009899,03JUN2008:00:00:00,28SEP2017:00:00:00,416325,267.1700085
11335,1016327,03JUN2008:00:00:00,18JUL2017:00:00:00,366711,197.86186056
19391,1029207,03JUN2008:00:00:00,30JUL2010:00:00:00,21776,121.8026191
21356,1032306,03JUN2008:00:00:00,18JUN2021:00:00:00,945598,143.80150517
22419,1034010,03JUN2008:00:00:00,23SEP2018:00:00:00,591138,94.079359926
24426,1037115,03JUN2008:00:00:00,18DEC2016:00:00:00,29790,159.04929772
25427,1038639,03JUN2008:00:00:00,15AUG2019:00:00:00,849732,28.749979592
2752,1002803,04JUN2008:00:00:00,27AUG2016:00:00:00,869057,228.35744566
7712,1010851,04JUN2008:00:00:00,25JUL2014:00:00:00,72673,90.613952529
9737,1013912,04JUN2008:00:00:00,01APR2016:00:00:00,674609,164.59394955
14070,1020654,04JUN2008:00:00:00,26JUN2011:00:00:00,294342,168.75243843
15847,1023484,04JUN2008:00:00:00,02JAN2019:00:00:00,739379,143.80150517
16918,1025196,04JUN2008:00:00:00,10JUN2021:00:00:00,658094,82.990056255
19038,1028660,04JUN2008:00:00:00,17JAN2017:00:00:00,239362,182.61406802
19447,1029314,04JUN2008:00:00:00,22OCT2020:00:00:00,924391,251.92221595
20670,1031251,04JUN2008:00:00:00,05OCT2011:00:00:00,740280,164.59394955
22233,1033674,04JUN2008:00:00:00,25JAN2025:00:00:00,880305,182.61406802
23962,1036378,04JUN2008:00:00:00,02AUG2008:00:00:00,979836,175.68325322
24043,1036517,04JUN2008:00:00:00,04SEP2008:00:00:00,205156,104.47558212
24507,1037245,04JUN2008:00:00:00,01DEC2019:00:00:00,765659,192.31720873
24547,1037315,04JUN2008:00:00:00,09APR2011:00:00:00,361410,163.20778659
24708,1037575,04JUN2008:00:00:00,01DEC2012:00:00:00,157899,222.81279382
3368,1003811,05JUN2008:00:00:00,08MAY2025:00:00:00,119099,33.610151149
4673,1005979,05JUN2008:00:00:00,12JUL2024:00:00:00,334688,118.85057191
9534,1013609,05JUN2008:00:00:00,14OCT2025:00:00:00,216685,119.03029318
13466,1019685,05JUN2008:00:00:00,18APR2025:00:00:00,989987,203.4065124
16447,1024449,05JUN2008:00:00:00,24DEC2019:00:00:00,353469,152.11848292
20076,1030347,05JUN2008:00:00:00,18JUL2014:00:00:00,17290,89.22778957
22455,1034060,05JUN2008:00:00:00,22FEB2020:00:00:00,989960,153.50464588
25308,1038456,05JUN2008:00:00:00,14DEC2016:00:00:00,582295,69.128426668
25869,1039283,05JUN2008:00:00:00,10MAR2024:00:00:00,512157,188.15871985
2003,1001610,06JUN2008:00:00:00,06AUG2023:00:00:00,229440,73.979997023
